"municipio";"low_cost";"rotulo";"mean(precio_gasoleo_a, na.rm = TRUE)";"mean(precio_gasolina_95_e5_premium, na.rm = TRUE)";"max(precio_gasoleo_a, na.rm = TRUE)";"max(precio_gasolina_95_e5_premium, na.rm = TRUE)";"min(precio_gasoleo_a, na.rm = TRUE)";"min(precio_gasolina_95_e5_premium, na.rm = TRUE)"
"Vigo";FALSE;"CEPSA";1.42559090909091;NA;1.448;-Inf;1.389;Inf
"Vigo";FALSE;"REPSOL";1.42559090909091;NA;1.448;-Inf;1.389;Inf
"Vigo";FALSE;"REPSOL";1.42559090909091;NA;1.448;-Inf;1.389;Inf
"Vigo";FALSE;"GALP";1.42559090909091;NA;1.448;-Inf;1.389;Inf
"Vigo";FALSE;"REPSOL";1.42559090909091;NA;1.448;-Inf;1.389;Inf
"Vigo";TRUE;"OLENO";1.3218;NA;1.399;-Inf;1.277;Inf
"Vigo";TRUE;"BYE";1.3218;NA;1.399;-Inf;1.277;Inf
"Vigo";TRUE;"ALCAMPO VIGO";1.3218;NA;1.399;-Inf;1.277;Inf
"Vigo";TRUE;"E.SERVICIO TEIS P.R.";1.3218;NA;1.399;-Inf;1.277;Inf
"Vigo";TRUE;"VALLE DORADO";1.3218;NA;1.399;-Inf;1.277;Inf
"Vila-rodona";FALSE;"GALP";1.439;NA;1.449;-Inf;1.419;Inf
"Vila-rodona";FALSE;"GALP";1.439;NA;1.449;-Inf;1.419;Inf
"Vila-rodona";FALSE;"CAMPSA";1.439;NA;1.449;-Inf;1.419;Inf
"Vila-rodona";TRUE;"COPVILAR";1.279;NA;1.279;-Inf;1.279;Inf
"Vila-sana";FALSE;"REPSOL";1.404;NA;1.409;-Inf;1.399;Inf
"Vila-sana";FALSE;"CEPSA";1.404;NA;1.409;-Inf;1.399;Inf
"Vila-sana";TRUE;"IDS";1.419;NA;1.419;-Inf;1.419;Inf
"Vila-seca";FALSE;"REPSOL";1.42566666666667;NA;1.429;-Inf;1.419;Inf
"Vila-seca";FALSE;"SHELL";1.42566666666667;NA;1.429;-Inf;1.419;Inf
"Vila-seca";FALSE;"SHELL";1.42566666666667;NA;1.429;-Inf;1.419;Inf
"Vila-seca";TRUE;"MKT OIL";1.191;NA;1.199;-Inf;1.187;Inf
"Vila-seca";TRUE;"SEROIL ENERGY EXPRESS";1.191;NA;1.199;-Inf;1.187;Inf
"Vila-seca";TRUE;"ALAS";1.191;NA;1.199;-Inf;1.187;Inf
"Vila de Cruces";FALSE;"REPSOL";1.389;NA;1.389;-Inf;1.389;Inf
"Vila de Cruces";TRUE;"EE.SS. CAMANZO";1.362;NA;1.389;-Inf;1.335;Inf
"Vila de Cruces";TRUE;"PETRONOR";1.362;NA;1.389;-Inf;1.335;Inf
"Vilaboa";FALSE;"CEPSA";1.427;NA;1.439;-Inf;1.419;Inf
"Vilaboa";FALSE;"BP";1.427;NA;1.439;-Inf;1.419;Inf
"Vilaboa";FALSE;"BP";1.427;NA;1.439;-Inf;1.419;Inf
"Vilaboa";FALSE;"REPSOL";1.427;NA;1.439;-Inf;1.419;Inf
"Vilaboa";FALSE;"REPSOL";1.427;NA;1.439;-Inf;1.419;Inf
"Viladamat";TRUE;"FLUID";1.259;NA;1.269;-Inf;1.249;Inf
"Viladamat";TRUE;"FULL ENERGY - VILADAMAT";1.259;NA;1.269;-Inf;1.249;Inf
"Viladecans";FALSE;"REPSOL";1.43566666666667;NA;1.449;-Inf;1.429;Inf
"Viladecans";FALSE;"GALP";1.43566666666667;NA;1.449;-Inf;1.429;Inf
"Viladecans";FALSE;"GALP";1.43566666666667;NA;1.449;-Inf;1.429;Inf
"Viladecans";TRUE;"CARREFOUR";1.399;NA;1.439;-Inf;1.339;Inf
"Viladecans";TRUE;"BP VILADECANS";1.399;NA;1.439;-Inf;1.339;Inf
"Viladecans";TRUE;"BALLENOIL";1.399;NA;1.439;-Inf;1.339;Inf
"Viladecans";TRUE;"NATURGY";1.399;NA;1.439;-Inf;1.339;Inf
"Viladecavalls";FALSE;"REPSOL";1.419;NA;1.419;-Inf;1.419;Inf
"Viladecavalls";TRUE;"BONAREA";1.186;NA;1.186;-Inf;1.186;Inf
"Viladrau";TRUE;"SIN ROTULO";1.358;NA;1.358;-Inf;1.358;Inf
"Vilafamés";TRUE;"COOP. SAN ISIDRO DE VILAFAMES";1.384;NA;1.384;-Inf;1.384;Inf
"Vilaflor";TRUE;"DISA";1.15;NA;1.15;-Inf;1.15;Inf
"Vilafranca de Bonany";FALSE;"CEPSA";1.435;NA;1.435;-Inf;1.435;Inf
"Vilafranca del Penedès";FALSE;"REPSOL";1.42;NA;1.425;-Inf;1.415;Inf
"Vilafranca del Penedès";FALSE;"CEPSA";1.42;NA;1.425;-Inf;1.415;Inf
"Vilafranca del Penedès";TRUE;"BY ENERGY";1.32685714285714;1.399;1.394;1.399;1.259;1.399
"Vilafranca del Penedès";TRUE;"SERVICIOS PENEDES SA";1.32685714285714;1.399;1.394;1.399;1.259;1.399
"Vilafranca del Penedès";TRUE;"MEROIL";1.32685714285714;1.399;1.394;1.399;1.259;1.399
"Vilafranca del Penedès";TRUE;"ESCLATOIL";1.32685714285714;1.399;1.394;1.399;1.259;1.399
"Vilafranca del Penedès";TRUE;"PETROMIRALLES";1.32685714285714;1.399;1.394;1.399;1.259;1.399
"Vilafranca del Penedès";TRUE;"BENZINERES MONTOIL";1.32685714285714;1.399;1.394;1.399;1.259;1.399
"Vilafranca del Penedès";TRUE;"ESCLATOIL";1.32685714285714;1.399;1.394;1.399;1.259;1.399
"Vilagarcía de Arousa";FALSE;"GALP";1.383;1.578;1.399;1.578;1.329;1.578
"Vilagarcía de Arousa";FALSE;"REPSOL";1.383;1.578;1.399;1.578;1.329;1.578
"Vilagarcía de Arousa";FALSE;"REPSOL";1.383;1.578;1.399;1.578;1.329;1.578
"Vilagarcía de Arousa";FALSE;"CEPSA";1.383;1.578;1.399;1.578;1.329;1.578
"Vilagarcía de Arousa";FALSE;"REPSOL";1.383;1.578;1.399;1.578;1.329;1.578
"Vilagarcía de Arousa";TRUE;"E.S.EL SALGUEIRAL";1.32625;NA;1.378;-Inf;1.299;Inf
"Vilagarcía de Arousa";TRUE;"Q8";1.32625;NA;1.378;-Inf;1.299;Inf
"Vilagarcía de Arousa";TRUE;"SUPECO";1.32625;NA;1.378;-Inf;1.299;Inf
"Vilagarcía de Arousa";TRUE;"ALCAMPO";1.32625;NA;1.378;-Inf;1.299;Inf
"Vilagrassa";FALSE;"REPSOL";1.409;NA;1.409;-Inf;1.409;Inf
"Vilalba";FALSE;"GALP";1.4115;NA;1.429;-Inf;1.379;Inf
"Vilalba";FALSE;"REPSOL";1.4115;NA;1.429;-Inf;1.379;Inf
"Vilalba";FALSE;"REPSOL";1.4115;NA;1.429;-Inf;1.379;Inf
"Vilalba";FALSE;"GALP";1.4115;NA;1.429;-Inf;1.379;Inf
"Vilalba";TRUE;"E.S. POLIGONO";1.2955;NA;1.337;-Inf;1.257;Inf
"Vilalba";TRUE;"TEX";1.2955;NA;1.337;-Inf;1.257;Inf
"Vilalba";TRUE;"PLENOIL";1.2955;NA;1.337;-Inf;1.257;Inf
"Vilalba";TRUE;"GASOGAL ENERGIA";1.2955;NA;1.337;-Inf;1.257;Inf
"Vilalba dels Arcs";TRUE;"COVILALBA";1.27;NA;1.27;-Inf;1.27;Inf
"Vilaller";FALSE;"CAMPSA";1.419;NA;1.419;-Inf;1.419;Inf
"Vilallonga del Camp";TRUE;"ICOR ENERGIA";1.259;NA;1.259;-Inf;1.259;Inf
"Vilamalla";FALSE;"CEPSA";1.399;NA;1.399;-Inf;1.399;Inf
"Vilamalla";TRUE;"AVANZA";1.27425;NA;1.37;-Inf;1.199;Inf
"Vilamalla";TRUE;"GLOBALTANK";1.27425;NA;1.37;-Inf;1.199;Inf
"Vilamalla";TRUE;"AVANZA OIL";1.27425;NA;1.37;-Inf;1.199;Inf
"Vilamalla";TRUE;"NOUTRANSPORT";1.27425;NA;1.37;-Inf;1.199;Inf
"Vilamarín";FALSE;"GALP";1.385;NA;1.385;-Inf;1.385;Inf
"Vilamartín de Valdeorras";TRUE;"VALCARCE";1.399;NA;1.399;-Inf;1.399;Inf
"Vilamarxant";FALSE;"REPSOL";1.379;NA;1.379;-Inf;1.379;Inf
"Vilamarxant";TRUE;"RURAL SAN VICENTE FERRER";1.264;NA;1.269;-Inf;1.259;Inf
"Vilamarxant";TRUE;"BENZINERA VILAMARXANT";1.264;NA;1.269;-Inf;1.259;Inf
"Vilamòs";FALSE;"REPSOL";1.419;NA;1.419;-Inf;1.419;Inf
"Vilanova d'Alcolea";TRUE;"COOP. AGRICOLA SANT BARTOMEU DE VILANOVA D'ALCOLEA";1.349;NA;1.349;-Inf;1.349;Inf
"Vilanova de Arousa";FALSE;"REPSOL";1.399;1.549;1.409;1.549;1.389;1.549
"Vilanova de Arousa";FALSE;"REPSOL";1.399;1.549;1.409;1.549;1.389;1.549
"Vilanova de Arousa";TRUE;"PLENOIL";1.29766666666667;NA;1.379;-Inf;1.227;Inf
"Vilanova de Arousa";TRUE;"EROSKI";1.29766666666667;NA;1.379;-Inf;1.227;Inf
"Vilanova de Arousa";TRUE;"CEPSA VILANOVA";1.29766666666667;NA;1.379;-Inf;1.227;Inf
"Vilanova de la Barca";TRUE;"RESTAURANTE LA VIÑA";1.39;NA;1.39;-Inf;1.39;Inf
"Vilanova del Vallès";FALSE;"REPSOL";1.489;NA;1.489;-Inf;1.489;Inf
"Vilanova i la Geltrú";FALSE;"CEPSA";1.4115;NA;1.449;-Inf;1.389;Inf
"Vilanova i la Geltrú";FALSE;"CEPSA";1.4115;NA;1.449;-Inf;1.389;Inf
"Vilanova i la Geltrú";FALSE;"REPSOL";1.4115;NA;1.449;-Inf;1.389;Inf
"Vilanova i la Geltrú";FALSE;"GALP";1.4115;NA;1.449;-Inf;1.389;Inf
"Vilanova i la Geltrú";TRUE;"AVIA";1.34016666666667;NA;1.399;-Inf;1.277;Inf
"Vilanova i la Geltrú";TRUE;"EVOLUTION";1.34016666666667;NA;1.399;-Inf;1.277;Inf
"Vilanova i la Geltrú";TRUE;"ALCAMPO";1.34016666666667;NA;1.399;-Inf;1.277;Inf
"Vilanova i la Geltrú";TRUE;"BP VILANOVA - AV EDUARDO TOLDRA";1.34016666666667;NA;1.399;-Inf;1.277;Inf
"Vilanova i la Geltrú";TRUE;"BP VILANOVA - AV BALMES";1.34016666666667;NA;1.399;-Inf;1.277;Inf
"Vilanova i la Geltrú";TRUE;"GASUIR";1.34016666666667;NA;1.399;-Inf;1.277;Inf
"Vilasantar";TRUE;"CAR OIL";1.329;NA;1.379;-Inf;1.279;Inf
"Vilasantar";TRUE;"PETRONOR";1.329;NA;1.379;-Inf;1.279;Inf
"Vilassar de Dalt";FALSE;"REPSOL";1.449;NA;1.449;-Inf;1.449;Inf
"Vilassar de Mar";TRUE;"BENZINERA  \" 38 \"";1.349;NA;1.439;-Inf;1.259;Inf
"Vilassar de Mar";TRUE;"BPOIL";1.349;NA;1.439;-Inf;1.259;Inf
"Vilaverd";FALSE;"CEPSA";1.429;NA;1.429;-Inf;1.429;Inf
"Vilches";FALSE;"REPSOL";1.399;NA;1.409;-Inf;1.389;Inf
"Vilches";FALSE;"GALP";1.399;NA;1.409;-Inf;1.389;Inf
"Vilches";TRUE;"VIBATRANS";1.13;NA;1.18;-Inf;1.08;Inf
"Vilches";TRUE;"SURTIDOR";1.13;NA;1.18;-Inf;1.08;Inf
"Villa de Don Fadrique (La)";TRUE;"COOP. SAN ISIDRO DE LA VILLA";1.227;NA;1.227;-Inf;1.227;Inf
"Villa de Mazo";TRUE;"DISA";1.208;NA;1.208;-Inf;1.208;Inf
"Villa del Prado";FALSE;"CEPSA";1.425;1.608;1.425;1.608;1.425;1.608
"Villa del Prado";TRUE;"CASTROIL";1.349;NA;1.349;-Inf;1.349;Inf
"Villa del Río";FALSE;"REPSOL";1.419;1.559;1.419;1.559;1.419;1.559
"Villa del Río";TRUE;"SUYLAVIR";1.349;NA;1.349;-Inf;1.349;Inf
"Villablanca";FALSE;"CEPSA";1.379;NA;1.379;-Inf;1.379;Inf
"Villablanca";TRUE;"S.C.A ARROYO GRANDE";1.21;NA;1.21;-Inf;1.21;Inf
"Villablino";FALSE;"SHELL";1.429;NA;1.429;-Inf;1.429;Inf
"Villablino";TRUE;"AVIA";1.374;NA;1.409;-Inf;1.339;Inf
"Villablino";TRUE;"VILLAGER";1.374;NA;1.409;-Inf;1.339;Inf
"Villabona";FALSE;"REPSOL";1.401;1.579;1.409;1.579;1.385;1.579
"Villabona";FALSE;"REPSOL";1.401;1.579;1.409;1.579;1.385;1.579
"Villabona";FALSE;"CEPSA";1.401;1.579;1.409;1.579;1.385;1.579
"Villabrázaro";FALSE;"CEPSA";1.399;NA;1.399;-Inf;1.399;Inf
"Villacañas";FALSE;"REPSOL";1.424;NA;1.429;-Inf;1.419;Inf
"Villacañas";FALSE;"REPSOL";1.424;NA;1.429;-Inf;1.419;Inf
"Villacañas";TRUE;".ES CARBURANTES";1.30066666666667;NA;1.309;-Inf;1.284;Inf
"Villacañas";TRUE;"GFM CA";1.30066666666667;NA;1.309;-Inf;1.284;Inf
"Villacañas";TRUE;"DELFINOIL";1.30066666666667;NA;1.309;-Inf;1.284;Inf
"Villacañas";TRUE;"SUMINISTROS VILLACAÑAS";1.30066666666667;NA;1.309;-Inf;1.284;Inf
"Villacarriedo";FALSE;"REPSOL";1.399;NA;1.399;-Inf;1.399;Inf
"Villacarriedo";TRUE;"AGROCANTABRIA";1.329;NA;1.329;-Inf;1.329;Inf
"Villacarrillo";FALSE;"CAMPSA";1.394;NA;1.409;-Inf;1.379;Inf
"Villacarrillo";FALSE;"CEPSA";1.394;NA;1.409;-Inf;1.379;Inf
"Villacarrillo";TRUE;"S.C.A. SANTISIMO CRISTO DE LA VERACRUZ";1.25833333333333;NA;1.36;-Inf;1.195;Inf
"Villacarrillo";TRUE;"JAENCOOP";1.25833333333333;NA;1.36;-Inf;1.195;Inf
"Villacarrillo";TRUE;"S.C.A. SAN VICENTE";1.25833333333333;NA;1.36;-Inf;1.195;Inf
"Villacastín";FALSE;"GALP";1.404;NA;1.409;-Inf;1.399;Inf
"Villacastín";FALSE;"GALP";1.404;NA;1.409;-Inf;1.399;Inf
"Villacastín";TRUE;"BP AP6 VILLACASTIN SUR";1.40233333333333;NA;1.409;-Inf;1.389;Inf
"Villacastín";TRUE;"BP AP6 VILLACASTIN NORTE";1.40233333333333;NA;1.409;-Inf;1.389;Inf
"Villacastín";TRUE;"E.S. VILLACASTIN, S.L.";1.40233333333333;NA;1.409;-Inf;1.389;Inf
"Villaconejos";FALSE;"REPSOL";1.419;NA;1.419;-Inf;1.419;Inf
"Villaconejos de Trabaque";TRUE;"VEGA DE TRABAQUE S. COOP. DE C-LM";1.212;NA;1.212;-Inf;1.212;Inf
"Villada";TRUE;"SOCOTEM S.COOP.LTDA.";1.3;NA;1.3;-Inf;1.3;Inf
"Villadangos del Páramo";FALSE;"CEPSA";1.40566666666667;NA;1.409;-Inf;1.399;Inf
"Villadangos del Páramo";FALSE;"GALP";1.40566666666667;NA;1.409;-Inf;1.399;Inf
"Villadangos del Páramo";FALSE;"GALP";1.40566666666667;NA;1.409;-Inf;1.399;Inf
"Villadecanes";FALSE;"CEPSA";1.409;1.599;1.409;1.599;1.409;1.599
"Villadecanes";TRUE;"VALCARCE";1.429;NA;1.429;-Inf;1.429;Inf
"Villadiego";FALSE;"CEPSA";1.399;NA;1.399;-Inf;1.399;Inf
"Villadoz";FALSE;"BP";1.384;NA;1.384;-Inf;1.384;Inf
"Villaescusa";FALSE;"CAMPSA";1.429;NA;1.429;-Inf;1.429;Inf
"Villaescusa";TRUE;"ES FERMAN LIAÑO";1.334;NA;1.389;-Inf;1.279;Inf
"Villaescusa";TRUE;"FM3";1.334;NA;1.389;-Inf;1.279;Inf
"Villaescusa de Haro";TRUE;"CRUZ CERRADA S. COOP. DE C-LM";1.32;NA;1.32;-Inf;1.32;Inf
"Villafáfila";TRUE;"AGRINZA";NA;NA;-Inf;-Inf;Inf;Inf
"Villaflores";TRUE;"GASOLINERA VILLAFLORES";1.299;NA;1.299;-Inf;1.299;Inf
"Villafranca";TRUE;"AN ENERGETICOS VILLAFRANCA";1.299;NA;1.299;-Inf;1.299;Inf
"Villafranca";TRUE;"COMBUSTIBLES VILLAFRANCA";1.299;NA;1.299;-Inf;1.299;Inf
"Villafranca de Córdoba";FALSE;"REPSOL";1.429;1.569;1.429;1.569;1.429;1.569
"Villafranca de los Barros";FALSE;"REPSOL";1.412;1.563;1.429;1.563;1.395;1.563
"Villafranca de los Barros";FALSE;"CEPSA";1.412;1.563;1.429;1.563;1.395;1.563
"Villafranca de los Barros";TRUE;"SUMINISTROS AGRICOLAS DE VILLAFRANCA, A.I.E.";1.3325;1.569;1.454;1.569;1.239;1.569
"Villafranca de los Barros";TRUE;"SETTRAN";1.3325;1.569;1.454;1.569;1.239;1.569
"Villafranca de los Barros";TRUE;"E.S. LA CORONADA";1.3325;1.569;1.454;1.569;1.239;1.569
"Villafranca de los Barros";TRUE;"CEPSA - FIERROIL";1.3325;1.569;1.454;1.569;1.239;1.569
"Villafranca de los Barros";TRUE;"IDS";1.3325;1.569;1.454;1.569;1.239;1.569
"Villafranca de los Barros";TRUE;"QUALITYFUEL";1.3325;1.569;1.454;1.569;1.239;1.569
"Villafranca de los Caballeros";TRUE;"UNION AGRICULTORES VILLAFRANCA";1.2165;NA;1.229;-Inf;1.204;Inf
"Villafranca de los Caballeros";TRUE;"CRISTO DE SANTA ANA, S. COOP. DE CLM";1.2165;NA;1.229;-Inf;1.204;Inf
"Villafranca del Campo";TRUE;"VALCARCE";1.419;NA;1.419;-Inf;1.419;Inf
"Villafranca del Campo";TRUE;"CEREALES TERUEL";1.419;NA;1.419;-Inf;1.419;Inf
"Villafranca del Cid";FALSE;"CEPSA";1.405;NA;1.405;-Inf;1.405;Inf
"Villafufre";TRUE;"AVIA";1.325;NA;1.325;-Inf;1.325;Inf
"Villagarcía del Llano";TRUE;"IMPERIO SDAD. COOP. DE CLM";1.235;NA;1.235;-Inf;1.235;Inf
"Villagatón";FALSE;"CEPSA";1.379;NA;1.379;-Inf;1.379;Inf
"Villagatón";FALSE;"CEPSA";1.379;NA;1.379;-Inf;1.379;Inf
"Villagatón";TRUE;"EASYGAS";1.319;NA;1.319;-Inf;1.319;Inf
"Villagonzalo";TRUE;"SDAD. COOP. DEL CAMPO NUESTRO PADRE JESUS";1.305;NA;1.305;-Inf;1.305;Inf
"Villagonzalo Pedernales";FALSE;"SHELL";1.4265;NA;1.429;-Inf;1.419;Inf
"Villagonzalo Pedernales";FALSE;"REPSOL";1.4265;NA;1.429;-Inf;1.419;Inf
"Villagonzalo Pedernales";FALSE;"REPSOL";1.4265;NA;1.429;-Inf;1.419;Inf
"Villagonzalo Pedernales";FALSE;"REPSOL";1.4265;NA;1.429;-Inf;1.419;Inf
"Villagonzalo Pedernales";TRUE;"BEROIL";1.289;NA;1.289;-Inf;1.289;Inf
"Villaharta";FALSE;"REPSOL";1.385;1.539;1.385;1.539;1.385;1.539
"Villahermosa";TRUE;"CHM";1.339;NA;1.339;-Inf;1.339;Inf
"Villaherreros";TRUE;"BP VILLAHERREROS";1.389;NA;1.389;-Inf;1.389;Inf
"Villajoyosa/Vila Joiosa (la)";FALSE;"CEPSA";1.4128;1.61066666666667;1.445;1.624;1.389;1.584
"Villajoyosa/Vila Joiosa (la)";FALSE;"CEPSA";1.4128;1.61066666666667;1.445;1.624;1.389;1.584
"Villajoyosa/Vila Joiosa (la)";FALSE;"REPSOL";1.4128;1.61066666666667;1.445;1.624;1.389;1.584
"Villajoyosa/Vila Joiosa (la)";FALSE;"CEPSA";1.4128;1.61066666666667;1.445;1.624;1.389;1.584
"Villajoyosa/Vila Joiosa (la)";FALSE;"CEPSA";1.4128;1.61066666666667;1.445;1.624;1.389;1.584
"Villajoyosa/Vila Joiosa (la)";TRUE;"PETROLAVILA";1.25766666666667;NA;1.268;-Inf;1.247;Inf
"Villajoyosa/Vila Joiosa (la)";TRUE;"SUMINISTROS HERMANOS HT";1.25766666666667;NA;1.268;-Inf;1.247;Inf
"Villajoyosa/Vila Joiosa (la)";TRUE;"GASEXPRESS";1.25766666666667;NA;1.268;-Inf;1.247;Inf
"Villalba del Alcor";FALSE;"REPSOL";1.389;NA;1.389;-Inf;1.389;Inf
"Villalba del Alcor";TRUE;"CIUDAD DEL CARMEN S.C.A.";1.317;NA;1.317;-Inf;1.317;Inf
"Villalba del Rey";FALSE;"CEPSA";1.42;NA;1.42;-Inf;1.42;Inf
"Villalbilla";FALSE;"GALP";1.419;NA;1.419;-Inf;1.419;Inf
"Villalbilla";TRUE;"ES BP GURUGU";1.369;NA;1.419;-Inf;1.319;Inf
"Villalbilla";TRUE;"FAST FUEL";1.369;NA;1.419;-Inf;1.319;Inf
"Villalbilla";TRUE;"BALLENOIL";1.369;NA;1.419;-Inf;1.319;Inf
"Villalbilla";TRUE;"BP VILLALBILLA";1.369;NA;1.419;-Inf;1.319;Inf
"Villalbilla de Burgos";FALSE;"REPSOL";1.419;NA;1.419;-Inf;1.419;Inf
"Villalgordo del Júcar";TRUE;"SAN ISIDRO";1.349;NA;1.349;-Inf;1.349;Inf
"Villalgordo del Júcar";TRUE;"E.S EL GORRION";1.349;NA;1.349;-Inf;1.349;Inf
"Villalmanzo";FALSE;"REPSOL";1.427;NA;1.427;-Inf;1.427;Inf
"Villalmanzo";FALSE;"REPSOL";1.427;NA;1.427;-Inf;1.427;Inf
"Villalmanzo";TRUE;"COOP. ARLANZA";1.347;NA;1.347;-Inf;1.347;Inf
"Villalón de Campos";FALSE;"REPSOL";1.379;NA;1.379;-Inf;1.379;Inf
"Villalonga";TRUE;"E.S. VILLALONGA";1.359;NA;1.359;-Inf;1.359;Inf
"Villalpando";FALSE;"REPSOL";1.404;NA;1.409;-Inf;1.399;Inf
"Villalpando";FALSE;"SHELL";1.404;NA;1.409;-Inf;1.399;Inf
"Villalpando";TRUE;"AGRINZA";1.2445;NA;1.289;-Inf;1.2;Inf
"Villalpando";TRUE;"Q8";1.2445;NA;1.289;-Inf;1.2;Inf
"Villalpardo";TRUE;"SAN ANTONIO DE PADUA SDAD. COOP. DE C-LM";1.233;NA;1.233;-Inf;1.233;Inf
"Villaluenga de la Sagra";TRUE;"FARRUCO S.A.";1.347;NA;1.347;-Inf;1.347;Inf
"Villamalea";FALSE;"REPSOL";1.419;NA;1.419;-Inf;1.419;Inf
"Villamalea";TRUE;"NO TIENE";1.23;NA;1.23;-Inf;1.23;Inf
"Villamanín";FALSE;"CEPSA";1.399;NA;1.399;-Inf;1.399;Inf
"Villamanrique";TRUE;"S.C.A. SAN JOSE";1.212;NA;1.212;-Inf;1.212;Inf
"Villamanrique de la Condesa";FALSE;"CEPSA";1.399;NA;1.399;-Inf;1.399;Inf
"Villamanta";TRUE;"BP VILLAMANTA";1.429;NA;1.429;-Inf;1.429;Inf
"Villamañán";FALSE;"REPSOL";1.369;NA;1.379;-Inf;1.359;Inf
"Villamañán";FALSE;"SHELL";1.369;NA;1.379;-Inf;1.359;Inf
"Villamartín";FALSE;"REPSOL";1.37175;NA;1.409;-Inf;1.28;Inf
"Villamartín";FALSE;"BP";1.37175;NA;1.409;-Inf;1.28;Inf
"Villamartín";FALSE;"CEPSA";1.37175;NA;1.409;-Inf;1.28;Inf
"Villamartín";FALSE;"REPSOL";1.37175;NA;1.409;-Inf;1.28;Inf
"Villamartín";TRUE;"HEMEGAS";1.339;NA;1.339;-Inf;1.339;Inf
"Villamartín";TRUE;"GACOSUR VILLAMARTIN";1.339;NA;1.339;-Inf;1.339;Inf
"Villamayor";FALSE;"CEPSA";1.4035;NA;1.409;-Inf;1.398;Inf
"Villamayor";FALSE;"REPSOL";1.4035;NA;1.409;-Inf;1.398;Inf
"Villamayor de Calatrava";TRUE;"MONTES NORTE ENERGETICOS S.L.";1.289;NA;1.289;-Inf;1.289;Inf
"Villamayor de Gállego";TRUE;"EL PUEYO";1.337;NA;1.337;-Inf;1.337;Inf
"Villamayor de Santiago";TRUE;"E.S. VALENCIANO MEDINA";1.26;NA;1.28;-Inf;1.24;Inf
"Villamayor de Santiago";TRUE;"LA VID Y LA ESPIGA  SOCIEDAD COOP. DE CLM";1.26;NA;1.28;-Inf;1.24;Inf
"Villamediana de Iregua";TRUE;"CEPSA-JUBERA";1.409;NA;1.409;-Inf;1.409;Inf
"Villamejil";FALSE;"REPSOL";1.449;NA;1.449;-Inf;1.449;Inf
"Villamena";TRUE;"BP EL PUNTAL DE VILLAMENA";1.394;NA;1.399;-Inf;1.389;Inf
"Villamena";TRUE;"REPSOL - LA LOMA";1.394;NA;1.399;-Inf;1.389;Inf
"Villamiel de Toledo";FALSE;"REPSOL";1.409;NA;1.409;-Inf;1.409;Inf
"Villamuelas";TRUE;"VILLAOIL, S COOP DE CLM";1.239;NA;1.239;-Inf;1.239;Inf
"Villamuriel de Cerrato";FALSE;"REPSOL";1.399;NA;1.399;-Inf;1.399;Inf
"Villamuriel de Cerrato";TRUE;"IDS";1.424;NA;1.424;-Inf;1.424;Inf
"Villanázar";TRUE;"MOZAR ENERGIA +";1.369;NA;1.369;-Inf;1.369;Inf
"Villanova";TRUE;"E.S.SIBIERRE";1.279;NA;1.279;-Inf;1.279;Inf
"Villanúa";FALSE;"REPSOL";1.399;NA;1.399;-Inf;1.399;Inf
"Villanubla";TRUE;"AVIA";1.359;NA;1.359;-Inf;1.359;Inf
"Villanueva de Alcardete";FALSE;"REPSOL";1.419;NA;1.419;-Inf;1.419;Inf
"Villanueva de Alcardete";TRUE;"BODEGAS ALCARDET/ NTRA.SRA.PILAR DE VVA.ALCARDETE";1.23;NA;1.23;-Inf;1.23;Inf
"Villanueva de Alcardete";TRUE;"COOP. SAN ISIDRO DE VVA.ALCARDETE";1.23;NA;1.23;-Inf;1.23;Inf
"Villanueva de Algaidas";TRUE;"AGLA";1.2655;NA;1.306;-Inf;1.225;Inf
"Villanueva de Algaidas";TRUE;"OLEOALGAIDAS";1.2655;NA;1.306;-Inf;1.225;Inf
"Villanueva de Argaño";TRUE;"E.S.SAIZ";1.329;NA;1.329;-Inf;1.329;Inf
"Villanueva de Bogas";TRUE;"PETROBOGAS";1.28;NA;1.28;-Inf;1.28;Inf
"Villanueva de Cameros";FALSE;"REPSOL";1.399;NA;1.399;-Inf;1.399;Inf
"Villanueva de Castellón";FALSE;"REPSOL";1.369;NA;1.369;-Inf;1.369;Inf
"Villanueva de Castellón";TRUE;"GASEXPRESS";1.29025;NA;1.369;-Inf;1.249;Inf
"Villanueva de Castellón";TRUE;"CEPSA CANONCHE";1.29025;NA;1.369;-Inf;1.249;Inf
"Villanueva de Castellón";TRUE;"TOSCANA LOW COST";1.29025;NA;1.369;-Inf;1.249;Inf
"Villanueva de Castellón";TRUE;"MASIP";1.29025;NA;1.369;-Inf;1.249;Inf
"Villanueva de Córdoba";FALSE;"REPSOL";1.387;1.539;1.389;1.549;1.385;1.529
"Villanueva de Córdoba";FALSE;"REPSOL";1.387;1.539;1.389;1.549;1.385;1.529
"Villanueva de Córdoba";TRUE;"SDAD.COOP.OLIVARERA NUESTRA SEÑORA DE LUNA";1.225;NA;1.233;-Inf;1.217;Inf
"Villanueva de Córdoba";TRUE;"COVAP";1.225;NA;1.233;-Inf;1.217;Inf
"Villanueva de Gállego";FALSE;"REPSOL";1.397;NA;1.405;-Inf;1.389;Inf
"Villanueva de Gállego";FALSE;"CEPSA";1.397;NA;1.405;-Inf;1.389;Inf
