"rotulo";"direccion";"localidad";"municipio";"id_provincia";"ideess"
"E.S LEVANTE ENERGY SHELL";"AUTOVIA AUTOVIA DEL MEDITERRANEO KM. 529";"ANTAS";"Antas";"04";12261
"E.S.ARBOLEAS";"POLIGONO LOS LLANOS, 17";"ARBOLEAS";"Arboleas";"04";13896
"MORA OIL";"POLIGONO SERVICIO LOS LLANOS (LL), 34";"ARBOLEAS";"Arboleas";"04";14066
"REPSOL";"CARRETERA A. 92A KM. 391";"BENAHADUX";"Benahadux";"04";6855
"REPSOL";"CARRERA A-92 KM.391, 40";"BENAHADUX";"Benahadux";"04";6856
"EESS VEFRUBER ENERGY";"CALLE LOS IBEROS, 13";"BERJA";"Berja";"04";13161
"INDAPAK LOGISTICS";"POLIGONO INDUSTRIAL S/N, 1";"HOJILLA (LA)";"Cantoria";"04";12138
"PLENOIL";"AVENIDA A-332 CARLOS HERRERA, 10";"CUEVAS DEL ALMANZORA";"Cuevas del Almanzora";"04";14554
"TRUCK STOP DALIAS";"CTRA. EL EJIDO-BERJA km 10,200";"DALIAS";"Dalías";"04";9740
"BDMED";"CALLE CAÑADA CORTES, S/N";"EJIDO (EL)";"Ejido (El)";"04";11350
"SPLASH";"PASEO PEDRO PONCE, 105";"EJIDO (EL)";"Ejido (El)";"04";11783
"EJIDO OESTE";"PARAJE DERRAMADERO DE CABRILES";"EJIDO (EL)";"Ejido (El)";"04";8919
"E.S. COOP SANTA MARIA-EL EJIDO";"CALLE CAMINO DE ROQUETAS, 6";"EJIDO (EL)";"Ejido (El)";"04";8985
"E.S CAMPOEJIDO LAS PEÑAS";"CALLE CUATRO VIENTOS 228, S/N";"EJIDO (EL)";"Ejido (El)";"04";10910
"E.S. CAMPOEJIDO CTRA ALMERIMAR";"CARRETERA DE ALMERIMAR KM. 3";"EJIDO (EL)";"Ejido (El)";"04";5623
"BP EL EJIDO-COOP SANTA MARIA";"CALLE CAMINO DE ADRA S/N ESQUINA CALLE LA PARRA, 0";"EJIDO (EL)";"Ejido (El)";"04";13415
"REPSOL LA COSTA";"CALLE BULEVAR, 74";"EJIDO (EL)";"Ejido (El)";"04";5765
"CEPSA ALMERIMAR";"CARRETERA ALMERIMAR KM. S/N";"EJIDO (EL)";"Ejido (El)";"04";6872
"PLENOIL";"CALLE SIERRA DE ATALAYA, 2";"EJIDO (EL)";"Ejido (El)";"04";14955
"TRUCK STOP EL EJIDO S.L.";"CARRETERA DE LA MOJONERA KM. 0,300";"SANTA MARIA DEL AGUILA";"Ejido (El)";"04";9738
"PARKING LA REDONDA";"CARRETERA IRYDA POLIG. IND. LA REDONDA KM. S/N";"SANTA MARIA DEL AGUILA";"Ejido (El)";"04";10005
"LA TARAMBANA";"CR N-340; SALIDA BALERMA 6.50";"BALERMA";"Ejido (El)";"04";10396
"GONZALEZ CAÑABATE CARBURANTES";"CALLE ARGENTINA (CAÑ), 34";"CAÑADA DE LAS CRUCES (LA)";"Fines";"04";13560
"SUIMASA";"PARAJE MOJON. POLIGONO 5. PARCELA, 44";"ESTACION (LA)";"Fines";"04";13771
"PLENOIL";"CARRETERA ESTACIÓN KM. 159";"HUERCAL-OVERA";"Huércal-Overa";"04";14754
"ANDAMUR \"EL LIMITE\"";"CR AUTOVIA DEL MEDITERRANEO KM";"HUERCAL-OVERA";"Huércal-Overa";"04";6535
"OIL JCJ";"CALLE MIGUEL URIBE GÓMEZ, 4";"HUERCAL-OVERA";"Huércal-Overa";"04";13417
"CEPSA";"AUTOVIA A7 SALIDA 559 KM. 559";"HUERCAL-OVERA";"Huércal-Overa";"04";13182
"REPSOL";"CR N-340, 547";"HUERCAL-OVERA";"Huércal-Overa";"04";6869
"INICIATIVAS RUMIAL";"POLIGONO LA REDONDA, 1";"LUBRIN";"Lubrín";"04";13702
"REPSOL";"N-340 km 420,7";"MOJONERA (LA)";"Mojonera (La)";"04";6966
"SHELL";"CARRETERA N-340 KM. 418";"MOJONERA (LA)";"Mojonera (La)";"04";8568
"REPSOL";"CR N-340, 487";"NIJAR";"Níjar";"04";5798
"SHELL";"N-341 (NIJAR-CARBONERAS) km 0,5";"NIJAR";"Níjar";"04";10574
"BIO SABOR";"CARRETERA A SAN JOSE KM. 2";"SAN ISIDRO DE NIJAR";"Níjar";"04";14011
"PLENOIL";"CALLE BRUSELAS, 60";"SAN ISIDRO DE NIJAR";"Níjar";"04";14559
"PETROPRIX";"CALLE VILLA MARIA SURTIDOR, S/N";"CAMPOHERMOSO";"Níjar";"04";14538
"PLENOIL";"CARRETERA LOS GALLARDOS KM. 40";"CAMPOHERMOSO";"Níjar";"04";14870
"APARCAMIENTOS DE PULPI";"POLIGONO S-LF1, 1";"PULPI";"Pulpí";"04";12881
"CARREFOUR";"CARRETERA CRTA. ALICUN KM. S/N";"ROQUETAS DE MAR";"Roquetas de Mar";"04";5572
"E.S PACOCALCULA";"CARRETERA ALMERIA 9029 KM. 1";"ROQUETAS DE MAR";"Roquetas de Mar";"04";12965
"CEPSA";"AVENIDA ALICUN, 62";"ROQUETAS DE MAR";"Roquetas de Mar";"04";5573
"CEPSA";"AVENIDA CALOS III, 82";"AGUADULCE";"Roquetas de Mar";"04";5627
"BP AGUADULCE";"AVENIDA CARLOS III (AS), 305";"AGUADULCE";"Roquetas de Mar";"04";6926
"(SIN RÓTULO)";"AV ANDALUCIA 41";"VELEZ-RUBIO";"Vélez-Rubio";"04";6873
"PLENOIL";"CALLE CARRETERA DE CUEVAS, 1";"VERA";"Vera";"04";14240
"VULCO";"CARRETERA C-3327 KM. 1";"VERA";"Vera";"04";13407
"CEPSA";"CARRETERA CRTA. NAC 340A KM. 533";"VERA";"Vera";"04";14338
"SHELL";"POLIGONO SIERRA DE CAZORLA, S7N";"JUAIDA (LA)";"Viator";"04";13591
"CAMPO ROQUETAS";"AVENIDA SIERRA DE GADOR, 6";"GANGOSA (LA)";"Vícar";"04";11934
"PLENOIL";"AVENIDA BULEVAR CIUDAD DE VÍCAR, 715";"VICAR";"Vícar";"04";14715
"BP VIAPARK";"CARRETERA ROQUETAS KM. 9";"VICAR";"Vícar";"04";11515
"CONSUMOMAR";"CTRA. NACIONAL 340";"VICAR";"Vícar";"04";11046
"PREMIRA ENERGIA NORTE, S.L.";"CL MANISITU, 9";"ALEGRIA-DULANTZI";"Alegría-Dulantzi";"01";9381
"ESTACIONES GB";"POLIGONO ZANKUETA, 0";"LARRINBE";"Amurrio";"01";13543
"AVIA";"AUTOVIA N-1 km 358";"ZURBANO";"Arrazua-Ubarrundia";"01";16
"ADS";"CALLE DEIDA, 6";"ARAIA";"Asparrena";"01";12441
"CEPSA";"N-IA km 385,1";"ILARDUIA";"Asparrena";"01";50
"BIDEKO ATERPE";"POLIGONO SAN JOSE DE LOS LLANOS, 13";"NANCLARES DE LA OCA";"Iruña Oka/Iruña de Oca";"01";12127
"EUROCAM";"CALLE TRATADO DE PARIS, 6";"NANCLARES DE LA OCA";"Iruña Oka/Iruña de Oca";"01";11732
"ADS";"CALLE MAASTRICHT, 2";"NANCLARES DE LA OCA";"Iruña Oka/Iruña de Oca";"01";12457
"NATURGY";"CALLE A-1 KM 342. POL. IND. SUBILLABIDE (SUVILLAVIDE BIDEA), 2";"NANCLARES DE LA OCA";"Iruña Oka/Iruña de Oca";"01";13427
"PETRONOR";"AU AP-68, 63  D";"IGAY";"Ribera Baja/Erribera Beitia";"01";106
"PETRONOR";"AU AP-68, 63,5";"IGAY";"Ribera Baja/Erribera Beitia";"01";107
"EESS DYNEFF";"AVENIDA ALAVA, 12";"RIBABELLOSA";"Ribera Baja/Erribera Beitia";"01";11651
"SHELL";"CARRETERA N-I KM. 323";"RIBABELLOSA";"Ribera Baja/Erribera Beitia";"01";8374
"ORHELA";"CALLE EGUILEOR, 1";"ALANGUA";"Salvatierra/Agurain";"01";14196
"ALAVESA";"CALLE FUEROS S/N, SN";"SALVATIERRA O AGURAIN";"Salvatierra/Agurain";"01";13950
"CEPSA";"CALLE POLIGONO OKITURRI, 4";"DURRUMA/SAN ROMAN DE SAN";"San Millán/Donemiliaga";"01";12644
"ANDAMUR \"SAN ROMAN\"";"POLIGONO OKITURRI, S/N";"DURRUMA/SAN ROMAN DE SAN";"San Millán/Donemiliaga";"01";11
"VALCARCE";"CALLE DEIDA, 4";"DURRUMA/SAN ROMAN DE SAN";"San Millán/Donemiliaga";"01";12266
"ARMENTIA";"CALLE ALTO DE ARMENTIA, 10";"VITORIA-GASTEIZ";"Vitoria-Gasteiz";"01";13064
"EROSKI";"CALLE BREMEN, 6";"VITORIA-GASTEIZ";"Vitoria-Gasteiz";"01";12997
"GM OIL";"AVENIDA DE LOS HUETOS, 64";"VITORIA-GASTEIZ";"Vitoria-Gasteiz";"01";14478
"EUSKADILOWCOST";"CALLE VENTA DE LA ESTRELLA, 5";"VITORIA-GASTEIZ";"Vitoria-Gasteiz";"01";14685
"BP  SALBURUA";"CALLE DEBA, 1";"VITORIA-GASTEIZ";"Vitoria-Gasteiz";"01";11531
"PETROPRIX";"CALLE PORTAL DE GAMARRA, 35";"VITORIA-GASTEIZ";"Vitoria-Gasteiz";"01";14335
"GAMARRA LOW COST";"CALLE PORTAL DE GAMARRA, 37";"VITORIA-GASTEIZ";"Vitoria-Gasteiz";"01";14739
"EROSKI";"CALLE ZARAMAGA, 1";"VITORIA-GASTEIZ";"Vitoria-Gasteiz";"01";34
"EDP";"CALLE VITORIALANDA, 12";"ABERASTURI";"Vitoria-Gasteiz";"01";13549
"CARBES";"AVENIDA DEL ZADORRA, 144";"ABERASTURI";"Vitoria-Gasteiz";"01";15120
"N1JUNDIZ";"CALLE MENDIGORRITXU, 50";"VITORIA-GASTEIZ";"Vitoria-Gasteiz";"01";9121
"COCEFOR";"ZUAZOBIDEA, 4";"VITORIA-GASTEIZ";"Vitoria-Gasteiz";"01";9443
"BEROIL";"VIAL CTRA. N102 KM347, N102";"ZUAZO DE VITORIA/ZUHATZU";"Vitoria-Gasteiz";"01";41
"REPSOL";"CR N-1, 350,5";"LOPIDANA";"Vitoria-Gasteiz";"01";48
"REPSOL";"CR N-1, 350,5";"LOPIDANA";"Vitoria-Gasteiz";"01";49
"LOS CANAPES";"TRAVESIA LOS CANAPES, 2";"AVILES";"Avilés";"33";957
"PETROPRIX AVILES";"TRAVESÍA TORNO DEL, 2";"AVILES";"Avilés";"33";12770
"PLENOIL";"AVENIDA DE LUGO, 50";"AVILES";"Avilés";"33";15003
"BALLENOIL";"CALLE ESTIBADORES, 1";"AVILES";"Avilés";"33";15008
"FLOREZ COSMEN, S.L.";"AVENIDA ALEJANDRO CASONA, 35";"CANGAS DEL NARCEA";"Cangas del Narcea";"33";12718
"CAMPOASTUR";"PENLES LA REGLA DE PERANDONES (AS-15 CORNELLANA-PUERTO DE CERREDO km 63)";"CANGAS DEL NARCEA";"Cangas del Narcea";"33";10569
"PETRONOR";"AUTOVIA A-8 KM. 401,5";"TAM ON";"Carreño";"33";410
"PETRONOR";"AUTOPISTA A-8 KM. 401,5";"TAM ON";"Carreño";"33";411
"GF";"AVENIDA CAMPON EL, 16";"SALINAS";"Castrillón";"33";12692
"CEPSA";"AUTOVIA A8 km 347,5";"COLUNGA";"Colunga";"33";10368
"CEPSA";"AUTOVIA A8 km 347,5";"COLUNGA";"Colunga";"33";10369
"VALCARCE (GHC )";"CARRETERA AVILES - GIJON KM. 12,500";"SILVOTA";"Corvera de Asturias";"33";14797
"REPSOL";"AUTOVIA DEL CANTABRICO  A8 KM. 134,2";"NOVELLANA";"Cudillero";"33";884
"REPSOL";"CALLE CARMEN, 24";"GIJON";"Gijón";"33";942
"INNOGAS";"AVENIDA EDUARDO CASTRO, 92";"GIJON";"Gijón";"33";14141
"GALP";"AVENIDA DE LA ARGENTINA, S/N";"GIJON";"Gijón";"33";945
"GALP";"POLIGONO CENTRO DE ALMACENAMIENTO GALP MUSEL GIJÓN, SN";"GIJON";"Gijón";"33";14293
"EDP";"AVENIDA DE OVIEDO, 176";"GIJON";"Gijón";"33";13536
"BALLENOIL";"AVENIDA CAMPONES, 14";"GIJON";"Gijón";"33";14613
"BALLENOIL";"AVENIDA ROCES, N";"GIJON";"Gijón";"33";13209
"ALCAMPO";"AUTOPISTA AS -2 KM. 22";"GIJON";"Gijón";"33";926
"REPSOL";"AVENIDA CONSTITUCION, 220";"GIJON";"Gijón";"33";909
"EASYGAS";"CALLE NICOLAS COPERNICO, 311";"GIJON";"Gijón";"33";886
"MAXOIL";"AVENIDA LOS CAMPONES, 2";"GIJON";"Gijón";"33";14742
"Q8";"AVENIDA DE LA METALURGIA, S/N";"GIJON";"Gijón";"33";865
"LA COOPERATIVA";"POLIGONO DE ROCES, Nº 5 - CARRETERA CARBONERA,, 2230";"GIJON";"Gijón";"33";12184
"CARREFOUR";"CALLE MAESTRO AMADO MORAN, S/N";"GIJON";"Gijón";"33";11186
"CEPSA";"AVENIDA CONSTITUCION, 105";"GIJON";"Gijón";"33";992
"Q8";"CALLEJA, CALLEJÓN JOAQUIN ALONSO DIAZ, 33";"LLOREDA";"Gijón";"33";14980
"LA ESTRELLA DE QATAR";"ZONA CALLE MANUEL VIGIL MONTOTO, 80";"VERIÑA";"Gijón";"33";12814
"FAST FUEL";"CALLE RECTA DE PEÑAFLOR, 12";"GRADO";"Grado";"33";14913
"CEPSA";"C/ HIGINIO CARROCERA S/N- BARROS - LANGREO (AS-17 km 39.1)";"LANGREO";"Langreo";"33";10740
"DISMUSA MASYMAS";"CALLE ALISEDA UMERAL POLG. IND. DE RIAÑO I, 1";"LANGREO";"Langreo";"33";14378
"REPSOL";"POLIGONO POLIGONO RIAÑOI, 1";"LANGREO";"Langreo";"33";899
"CEPSA";"AUTOVIA A-66 (MRG.DCHO.) KM. 58,5";"POLA DE LENA";"Lena";"33";958
"REPSOL";"CARRETERA AU A-66 KM. 19";"ROBLEDO";"Llanera";"33";980
"REPSOL";"CARRETERA AU A-66 KM. 19";"ROBLEDO";"Llanera";"33";981
"GALP";"AUTOVIA AUTOVIA A8 KM. 310";"POSADA";"Llanes";"33";956
"GALP";"AUTOVIA AUTOVIA A8 KM. 310";"POSADA";"Llanes";"33";973
"PETROPRIX";"CALLE VEGA DE ARRIBA, 106";"MIERES";"Mieres";"33";14560
"BALLENOIL";"CALLE VEGA DE ARRIBA, 27";"MIERES";"Mieres";"33";12417
"CARREFOUR";"COMPLEJO CENTRO COMERCIAL CAUDALIA, S/N";"SANTULLANO";"Mieres";"33";10759
"HAM";"AVENIDA OVIEDO, SN";"NOREÑA";"Noreña";"33";14483
"REPSOL";"CL LA TENDERINA BAJA, S.N.";"OVIEDO";"Oviedo";"33";984
"REPSOL";"AUTOPISTA A-66 KM. 33";"OVIEDO";"Oviedo";"33";908
"REPSOL";"CALLE GENERAL ELORZA, 30";"OVIEDO";"Oviedo";"33";915
"ESOIL";"POLIGONO ESPÌRITU SANTO, PARCELA, 17 (N-634 SANTANDER OVIEDO km 401,7)";"COLLOTO";"Oviedo";"33";854
"CEPSA";"PLAZA RUIZ DE LA PEÑA, S/N (AS-18 km 0,1)";"OVIEDO";"Oviedo";"33";416
"AGROVALDES, S. C. L.";"POLIGONO INDUSTRIAL EL ZARRIN, S/N";"ESPINA (LA)";"Salas";"33";10116
"ALCAMPO";"CARRETERA AS17 KM. 47";"ENTREGO (EL)";"San Martín del Rey Aurelio";"33";414
"CAMPSA";"AVENIDA DE OVIEDO, 13";"BERRON (EL)";"Siero";"33";988
"REPSOL";"CARRETERA SI 04 KM. 5";"FERRERA";"Siero";"33";12446
"LAS PALMERAS";"LUGAR LA CARRERA, S/N";"CARRERA (LA)";"Siero";"33";13514
"PETROPRIX";"CALLE VALERIANO LEON, S/N";"GRANDA";"Siero";"33";14828
"CARREFOUR";"CALLE AMADO MORAN S/N, S/N";"LUGONES";"Siero";"33";871
"REPSOL";"AUTOPISTA A-8 KM. 456";"VIELLA";"Siero";"33";978
"BP CENTRAL LECHERA";"POLIGONO NATALIO, 1";"VIELLA";"Siero";"33";12690
"EROSKI";"AUTOVIA A8, SALIDA 456 (C.C EROSKI) KM. 00";"POLA DE SIERO";"Siero";"33";868
"CAMPSA";"CARRETERA N-634 KM. 386,517";"MARCENADO";"Siero";"33";917
"AVIA";"POLIGONO CORTAFICIO, CALLE A, PARCELA I, 8";"CORTAFICIO";"Tapia de Casariego";"33";13523
"CAMPOASTUR";"BARCENA DEL MONASTERIO S/N";"TINEO";"Tineo";"33";9600
"CAMPOASTUR";"POLIGONO INDUSTRIAL LA CURISCADA S/N";"TINEO";"Tineo";"33";9593
"CAMPOASTUR";"RIO MAYOR S/N (N-634 km 512)";"OTUR";"Valdés";"33";9706
"AGROVALDES, S. C. L.";"PLAZA DE LA COOPERATIVA, S/N";"TREVIAS";"Valdés";"33";10113
"CAMPOASTUR";"LUGAR MUÑAS, 0";"MUÑAS";"Valdés";"33";11469
"CAMPOASTUR";"VA-5 km 5.200";"AYONES";"Valdés";"33";9767
"CEPSA";"CARRETERA N-632 KM. 43,05";"VILLAVICIOSA";"Villaviciosa";"33";11393
"CEPSA";"AUTOVIA DEL NOROESTE KM. 111";"ADANERO";"Adanero";"05";4981
"COPLAM";"C/PRADO NUEVO, S/N";"ALDEASECA";"Aldeaseca";"05";10700
"VALCARCE";"POLG.IND. TIERRA AREVALO, F-10 (A-VI km 129)";"AREVALO";"Arévalo";"05";9956
"BALLENOIL";"CALLE HORNOS CALEROS, S/N";"AVILA";"Ávila";"05";14892
"ALCAMPO";"CALLE LOS MACEROS, SN";"AVILA";"Ávila";"05";11809
"CARREFOUR";"AVENIDA PATRIMONIO DE LA HUMANIDAD, 4, 4";"AVILA";"Ávila";"05";12635
"PETROPRIX";"AVENIDA JUAN CARLOS I, 17";"AVILA";"Ávila";"05";15042
"PETROPRIX";"CALLE RIO AREVALILLO, 23";"AVILA";"Ávila";"05";14065
"REPOSTAR";"CALLE RIO DUERO, 11";"AVILA";"Ávila";"05";12803
"PLENOIL";"CALLE JORGE DE SANTAYANA, 2";"AVILA";"Ávila";"05";14894
"AN-MADRIGAL";"CAMINO BAJORRO, S/N";"MADRIGAL ALTAS TORRES";"Madrigal de las Altas Torres";"05";13508
"CEPSA";"AUTOVIA A 50 KM. 30,3";"MUÑOGRANDE";"Muñogrande";"05";12458
"GOEXPRESS";"CARRETERA MADRID KM. 8,000";"NAVALUENGA";"Navaluenga";"05";14145
"REPSOL";"AUTOVIA NOROESTE A-6 KM. 135,500";"PALACIOS DE GODA";"Palacios de Goda";"05";10827
"SAN PEDRO BAUTISTA VILLACASTIN, S.COOP";"CARRETERA SANTA CRUZ DEL VALLE KM. S/N";"SAN ESTEBAN DEL VALLE";"San Esteban del Valle";"05";11658
"REPOSTAR";"N-VI km 101,3";"SANCHIDRIAN";"Sanchidrián";"05";5015
"GASLOWCOST";"CARRETERA N110 KM. 280";"TORRE (LA)";"Torre (La)";"05";13622
"COOP.GUADALPERALES";"PLAZA DE LA IGLESIA, S/N";"GUADALPERALES (LOS)";"Acedera";"06";12402
"LA SOLEDAD";"CALLE PADRON DE SAN ANTONIO, S/N";"ACEUCHAL";"Aceuchal";"06";12285
"SHELL";"CALLE MECANICA, 12";"ALMENDRALEJO";"Almendralejo";"06";8387
"CEPSA";"CARRETERA GIJON-SEVILLA KM. 648";"ALMENDRALEJO";"Almendralejo";"06";11738
"COOPERATIVA";"AVENIDA A RUA, 137";"ALMENDRALEJO";"Almendralejo";"06";13729
"SETTRAN";"CALLE CONSTRUCCION, SN";"ALMENDRALEJO";"Almendralejo";"06";13341
"EESS LA FLORIDA";"CARRETERA GIJON-SEVILLA KM. 650,9";"ALMENDRALEJO";"Almendralejo";"06";7521
"BURBUJAS";"CALLE MINA LA OSCURIDAD, 61";"AZUAGA";"Azuaga";"06";13079
"REPSOL";"CARRETERA N-5 KM. 401,800";"BADAJOZ";"Badajoz";"06";5866
"SHELL";"CARRETERA N-432 KM. 0,650";"BADAJOZ";"Badajoz";"06";14454
"OCHO AREAS DE SERVICIO";"CALLE CORTE DE PELEAS, 114";"BADAJOZ";"Badajoz";"06";13147
"OCHO ÁREAS DE SERVICIO";"CARRETERA N432 KM. 2100";"BADAJOZ";"Badajoz";"06";7614
"GALP";"AUTOVIA A5 km 405,715";"BADAJOZ";"Badajoz";"06";7615
"AREA SAN MARTIN";"POLIGONO INDUSTRIAL EL NEVERO, 17";"BADAJOZ";"Badajoz";"06";10351
"IDS";"AVENIDA ANTONIO NEVADO, 35";"BADAJOZ";"Badajoz";"06";5861
"GALP";"AVENIDA ADOLFO DIAZ AMBRONA, 60";"BADAJOZ";"Badajoz";"06";7608
"BALLENOIL";"CALLE JERONIMO DE VALENCIA, 11";"BADAJOZ";"Badajoz";"06";11645
"REPSOL";"CARRETERA EX-100 KM. 85,600";"BADAJOZ";"Badajoz";"06";11759
"ADS";"CALLE NEVERO QUINCE, 57";"BADAJOZ";"Badajoz";"06";12195
"CARREFOUR";"CARRETERA CRTA. VALVERDE DE LEGANES KM, 1 KM. 1";"BADAJOZ";"Badajoz";"06";5850
"CARREFOUR";"CALLE C/ JOSE MARÍA ALCARAZ Y ALENDA, S/N";"BADAJOZ";"Badajoz";"06";5852
"PETROMODE";"CALLE FEDERICO MAYOR ZARAGOZA, S/N";"BADAJOZ";"Badajoz";"06";12363
"S. COOP. AGRICOLA DE COLONOS DE NOVELDA";"CALLE AIRE, S/N";"NOVELDA DEL GUADIANA";"Badajoz";"06";10381
"SAN VALERIANO EXTREMEÑO SCL";"PROLONGACIO/PROLONGACIÓN RONDA OESTE, S/N";"GUADIANA DEL CAUDILLO";"Badajoz";"06";10189
"IBERDOEX";"CARRETERA NACIONAL V KM. 391";"VILLAFRANCO DEL GUADIANA";"Badajoz";"06";5824
"BALLENOIL";"CARRETERA BA-20 KM. 1";"BADAJOZ";"Badajoz";"06";13546
"M&D";"CALLE JEREZ, 0";"BARCARROTA";"Barcarrota";"06";13908
"COOPERATIVA OLIVARERA CABEZA DEL BUEY";"CARRETERA PUEBLA DE ALCOCER KM. 1";"CABEZA DEL BUEY";"Cabeza del Buey";"06";10137
"GASOLINERA CALAMONTE";"CARRETERA SEVILLA KM. S/N";"CALAMONTE";"Calamonte";"06";12465
"E.S TENTUDIA";"CALLE HERNANDO DE SOTO, 2";"CALERA DE LEON";"Calera de León";"06";13350
"LAENCINA SODAD COOP LIMITADA";"CARRETERA EX-104 VILLANUEVA DE LA SERENA-ANDUJAR KM. 19";"CAMPANARIO";"Campanario";"06";12748
"CAMPSA";"CR BA-4026 0,2";"CAMPILLO DE LLERENA";"Campillo de Llerena";"06";5925
"FAST FUEL";"CARRETERA VILLANUEVA KM. 6";"CASTUERA";"Castuera";"06";13137
"UNIDAD SUMINISTRO COOPERATIVA GANADERA CASTUERA";"CARRETERA MONTERRRUBIO KM. S/N";"CASTUERA";"Castuera";"06";13403
"SETTRAN";"CALLE MARINEGRA, 11";"DON BENITO";"Don Benito";"06";13340
"Q8";"CARRETERA CTRA. N-430 (CTRA. BADAJOZ-CIUDAD REAL) KM. KM 105,5";"DON BENITO";"Don Benito";"06";5847
"BURAN ENERGY";"AVENIDA VEGAS ALTAS, 23";"DON BENITO";"Don Benito";"06";12744
"CASAT";"CALLE ALQUERIA, S/N";"DON BENITO";"Don Benito";"06";11963
"DONBEX";"CALLE ISAAC PERAL, 3";"DON BENITO";"Don Benito";"06";14457
"SHELL";"CALLE LEONARDO DA VINCI, 28";"DON BENITO";"Don Benito";"06";13098
"SOCIEDAD COOPERATIVA DEL CAMPO SAN MIGUEL";"RONDA NORTE, 1";"VIVARES";"Don Benito";"06";11524
"NO HAY";"CALLE SAN JOSE, 16";"GARGALIGAS";"Don Benito";"06";10392
"COOPENTRIN";"CAMINO DEL CEMENTERIO, S/N";"ENTRIN BAJO";"Entrín Bajo";"06";11045
"CME";"CALLE VIA EMERITA, 66";"ESPARRAGALEJO";"Esparragalejo";"06";14319
"GASOLEO B";"POLIGONO INDUSTRIAL FREXNENSE, S/N";"FREGENAL DE LA SIERRA";"Fregenal de la Sierra";"06";10037
"SI";"C 712 km 1,4";"FUENLABRADA DE LOS MONTES";"Fuenlabrada de los Montes";"06";9988
"S. COOP. NTRA. SRA. DE LA CABEZA";"CARRETERA DE ZAFRA, Nº 4";"FUENTE DEL MAESTRE";"Fuente del Maestre";"06";11044
"CAMPIÑA SUR";"CARRETERA EJIDO DEL VALLE KM. S/N";"GRANJA DE TORREHERMOSA";"Granja de Torrehermosa";"06";10501
"SOC.COOP DEL CAMPO SAN PEDRO";"CARRETERA DON BENITO KM. S/N";"GUAREÑA";"Guareña";"06";9765
"SANGAR";"CARRETERA EXT.105, KM. 24";"GUAREÑA";"Guareña";"06";5865
"SDAD.COOP.LIMT. DE HORNACHOS";"CTRA. PUEBLA DE LA REINA S/N";"HORNACHOS";"Hornachos";"06";11061
"Q8";"CALLE CTRA. N-435, PK KM 70,9, 70";"JEREZ DE LOS CABALLEROS";"Jerez de los Caballeros";"06";5840
"SETTRAN";"CARRETERA EX 112 KM. 27";"JEREZ DE LOS CABALLEROS";"Jerez de los Caballeros";"06";13343
"SIERRA DE JEREZ SOCIEDAD COOPERATIVA";"CARRETERA CIRCUNVALACIÓN SN KM. S/N";"VALUENGO";"Jerez de los Caballeros";"06";14629
"PETROCOR";"CALLE LA RADIO II, 17";"LLERENA";"Llerena";"06";13928
"COOPERATIVA LOBON";"CALLE CAMINO DE LAS HUERTAS, 7";"LOBON";"Lobón";"06";11072
"CEPSA";"AUTOVIA A5 KM. 367,350";"LOBON";"Lobón";"06";5872
"SOCIEDAD COOPERATIVA AGRICOLA DE MEDELLIN";"CARRERA DE LA ESTACION, 1";"MEDELLIN";"Medellín";"06";11572
"COOP. STMO. CRISTO H.";"CALLE LUIS CHAMIZO, 1";"MEDINA DE LAS TORRES";"Medina de las Torres";"06";11573
"PETROGOLD";"AVENIDA FELIPE VI, S/N";"MERIDA";"Mérida";"06";13898
"SHELL";"AUTOVIA A-66 KM. 630";"MERIDA";"Mérida";"06";11485
"CARREFOUR";"CARRETERA MADRID-LISBOA, S/N KM. S/N";"MERIDA";"Mérida";"06";5851
"BALLENOIL";"CALLE PAPA JUAN XXI, S/N";"MERIDA";"Mérida";"06";13915
"BURAN ENERGY";"CALLE CALLE VALLADOLID, S/N";"MERIDA";"Mérida";"06";12345
"COOP. LIMITADA DEL CAMPO SAN JOSE DE CALAMONTE";"CARRETERA ACC. A CALAMONTE KM 1 KM. 1";"MERIDA";"Mérida";"06";10096
"REPSOL";"CARRETERA E-90/N-V KM. 340,9";"MERIDA";"Mérida";"06";7532
"REPSOL";"AUTOVIA A-5 KM. 341";"MERIDA";"Mérida";"06";11564
"HERMANOS GUILLEN MONTERO S.A.";"AVENIDA HISPANIDAD, 2";"MERIDA";"Mérida";"06";13929
"E.S. VIA DE LA PLATA, S.L.";"POLIGONO IND. EL PRADO, PARC SER 1-A, S/N";"MERIDA";"Mérida";"06";7494
"SETTRAN";"CARRETERA EX 209 KM. 60";"MERIDA";"Mérida";"06";13335
"SAN ISIDRO";"CALLE BARRIO DE LA CRUZ, 157";"MONESTERIO";"Monesterio";"06";13123
"REPSOL";"AUTOPISTA A-66 KM. 727";"MONESTERIO";"Monesterio";"06";11787
"CEPSA LEO";"AUTOVIA A 66 KM. 730";"MONESTERIO";"Monesterio";"06";13208
"COMOSUREX";"POLIGONO EL ALCORNOCAL, CALLE LOS AGRICULTORES, 56";"MONESTERIO";"Monesterio";"06";13259
"IBERDOEX";"CARRETERA CASTUERA KM. 194";"PALLARES";"Montemolín";"06";11675
"COOPERATIVA LA UNIDAD";"CTRA.CASTUERA,S/Nº";"MONTERRUBIO DE LA SERENA";"Monterrubio de la Serena";"06";10102
