"c_p";"direccion";"horario";"latitud";"localidad";"longitud_wgs84";"margen";"municipio";"precio_biodiesel";"precio_bioetanol";"precio_gas_natural_comprimido";"precio_gas_natural_licuado";"precio_gases_licuados_del_petroleo";"precio_gasoleo_a";"precio_gasoleo_b";"precio_gasoleo_premium";"precio_gasolina_95_e10";"precio_gasolina_95_e5";"precio_gasolina_95_e5_premium";"precio_gasolina_98_e10";"precio_gasolina_98_e5";"precio_hidrogeno";"provincia";"remision";"rotulo";"tipo_venta";"percent_bio_etanol";"percent_ester_metilico";"ideess";"id_municipio";"id_provincia";"idccaa";"low_cost"
"22540";"CL. LA MELUSA, 8";"L-D: 24H";41.797333;"ALTORRICON";0.409056;"D";"Altorricón";NA;NA;NA;NA;NA;NA;0.847;NA;NA;NA;NA;NA;NA;NA;"HUESCA";"dm";"COOP. CAMPO S. ISIDRO";"R";0;0;9314;3317;"22";"02";TRUE
"22583";"CTRA NAL 230 km 101";"L-D: 07:00-22:00";42.254083;"AREN";0.731861;"I";"Arén";NA;NA;NA;NA;NA;1.35;0.88;NA;NA;1.47;NA;NA;1.57;NA;"HUESCA";"dm";"ESTACION SERVICIO BONET SL";"P";0;0;1255;3322;"22";"02";TRUE
"22800";"C/ JOAQUIN COSTA, 19 (A-132 km 28,5)";"L-D: 24H";42.274861;"AYERBE";-0.685917;"I";"Ayerbe";NA;NA;NA;NA;NA;1.369;NA;1.449;NA;1.499;NA;NA;1.639;NA;"HUESCA";"dm";"LABOIL, S.L.";"P";0;0;1261;3325;"22";"02";TRUE
"22234";"A-131 km 16,8";"L-V: 07:00-19:00; S: 07:00-14:00";41.624333;"BALLOBAR";0.194139;"D";"Ballobar";NA;NA;NA;NA;NA;1.35;0.91;1.4;NA;1.49;NA;NA;NA;NA;"HUESCA";"dm";"CEPSA";"P";0;0;1252;3332;"22";"02";FALSE
"22300";"CARRETERA N-240 KM. 161,1";"L-D: 06:00-22:00";42.033972;"BARBASTRO";0.105583;"I";"Barbastro";NA;NA;NA;NA;NA;1.375;0.934;1.435;NA;1.489;NA;NA;1.599;NA;"HUESCA";"OM";"REPSOL";"P";0;0;1346;3334;"22";"02";FALSE
"22300";"AVENIDA PIRINEOS, 27";"L-D: 07:00-21:00";42.038389;"BARBASTRO";0.131028;"I";"Barbastro";NA;NA;NA;NA;NA;1.385;NA;1.435;NA;1.499;NA;NA;1.609;NA;"HUESCA";"OM";"REPSOL";"P";0;0;1339;3334;"22";"02";FALSE
"22300";"AUTOVIA A-22 KM. 62,000";"L-D: 06:00-23:00";42.026028;"BARBASTRO";0.053222;"I";"Barbastro";NA;NA;NA;NA;0.849;1.395;NA;1.445;NA;1.499;NA;NA;1.609;NA;"HUESCA";"OM";"REPSOL";"P";0;0;13361;3334;"22";"02";FALSE
"22300";"CALLE CORONA DE ARAGON, 52";"L-D: 07:00-22:00";42.034694;"BARBASTRO";0.128194;"D";"Barbastro";NA;NA;NA;NA;NA;1.385;0.934;1.435;NA;1.499;NA;NA;1.609;NA;"HUESCA";"OM";"REPSOL";"P";0;0;1332;3334;"22";"02";FALSE
"22300";"POLIGONO PARCELA, 51";"L-V: 07:30-14:00 y 15:30-20:00";42.005694;"BARBASTRO";0.140056;"D";"Barbastro";NA;NA;NA;NA;NA;1.379;0.934;1.429;NA;1.489;NA;NA;1.599;NA;"HUESCA";"OM";"CAMPSA";"P";0;0;1312;3334;"22";"02";FALSE
"22300";"CARRETERA N-240 KM. 160";"L-D: 24H";42.032194;"BARBASTRO";0.118444;"N";"Barbastro";NA;NA;NA;NA;NA;1.329;NA;1.379;NA;1.459;NA;NA;1.579;NA;"HUESCA";"dm";"ALCAMPO";"P";0;0;1270;3334;"22";"02";TRUE
"22300";"AVENIDA PIRINEOS, 69";"L-D: 24H";42.043667;"BARBASTRO";0.136278;"D";"Barbastro";NA;NA;NA;NA;NA;1.349;NA;1.399;NA;1.469;NA;NA;NA;NA;"HUESCA";"dm";"E.S.BELLAVISTA";"P";0;0;12398;3334;"22";"02";TRUE
"22580";"CARRETERA NACIONAL 230 KM. 64,000";"L-D: 07:00-22:00";42.100917;"BENABARRE";0.485444;"D";"Benabarre";NA;NA;NA;NA;NA;1.369;NA;1.419;NA;1.499;NA;NA;1.609;NA;"HUESCA";"OM";"REPSOL";"P";0;0;10290;3339;"22";"02";FALSE
"22580";"POLIGONO INDUSTRIAL RIBAGORDA UA8-H1, S/N";"L-D: 24H";42.106194;"BENABARRE";0.499889;"N";"Benabarre";NA;NA;NA;NA;NA;1.33;NA;1.35;NA;1.455;NA;NA;1.55;NA;"HUESCA";"dm";"PREMIRA";"P";0;0;12241;3339;"22";"02";TRUE
"22440";"CARRETERA A-139. SALIDA BENASQUE. CTRA. A CERLER. KM. 61,500";"L-D: 07:00-22:00";42.614889;"BENASQUE";0.532917;"D";"Benasque";NA;NA;NA;NA;NA;1.369;NA;NA;NA;1.489;NA;NA;NA;NA;"HUESCA";"dm";"SHOP AREA BENAS";"P";0;0;12141;3340;"22";"02";TRUE
"22350";"CARRETERA A-138 KM. 84";"L-D: 24H";42.66125;"BIELSA";0.2095;"D";"Bielsa";NA;NA;NA;NA;NA;1.329;NA;1.399;NA;1.479;NA;NA;NA;NA;"HUESCA";"dm";"REPSOL";"P";0;0;1305;3342;"22";"02";FALSE
"22630";"CALLE CARRETERA FRANCIA PK 136, 2";"L-D: 08:00-22:00";42.630222;"BIESCAS";-0.326889;"D";"Biescas";NA;NA;NA;NA;NA;1.359;NA;1.449;NA;1.529;NA;NA;NA;NA;"HUESCA";"dm";"REPSOL";"P";0;0;1290;3344;"22";"02";FALSE
"22510";"CALLE SAN MARCOS, 7";"L-D: 24H";41.828639;"BINACED";0.205;"D";"Binaced";NA;NA;NA;NA;NA;1.234;0.789;NA;NA;1.346;NA;NA;NA;NA;"HUESCA";"dm";"COOP. SAN MARCOS";"P";0;0;8995;3345;"22";"02";TRUE
"22510";"CAMPA SAN ESTEBAN, S/N";"L-D: 24H";41.829417;"BINACED";0.206861;"I";"Binaced";NA;NA;NA;NA;NA;1.279;NA;NA;NA;1.416;NA;NA;1.546;NA;"HUESCA";"dm";"CENTRO DE SERVICIOS AGRICOLAS, S.A.";"P";0;0;11042;3345;"22";"02";TRUE
"22500";"CARRETERA N-240 KM. 133";"L-D: 24H";41.855167;"BINEFAR";0.283;"D";"Binéfar";NA;NA;NA;NA;NA;1.194;NA;NA;NA;1.324;NA;NA;NA;NA;"HUESCA";"dm";"BONAREA";"P";0;0;11387;3346;"22";"02";TRUE
"22500";"CARRETERA N-240 KM. 129,8";"L-V: 06:00-22:00; S-D: 08:00-21:00";41.827972;"BINEFAR";0.311167;"I";"Binéfar";NA;NA;NA;NA;NA;1.389;NA;1.469;NA;1.549;NA;NA;1.679;NA;"HUESCA";"dm";"REPSOL";"P";0;0;1282;3346;"22";"02";FALSE
"22500";"CARRETERA N-240 KM. 131,7";"L-D: 24H";41.845722;"BINEFAR";0.295694;"I";"Binéfar";NA;NA;NA;NA;NA;1.389;0.976;1.479;NA;1.529;1.569;NA;1.639;NA;"HUESCA";"OM";"REPSOL";"P";0;0;1320;3346;"22";"02";FALSE
"22500";"CARRETERA BINACED  (REGIONAL A-140) KM. 1";"L-V: 07:00-21:00";41.842139;"BINEFAR";0.284778;"I";"Binéfar";NA;NA;NA;NA;NA;1.268;NA;NA;NA;NA;NA;NA;NA;NA;"HUESCA";"dm";"MAZANA";"P";0;0;13183;3346;"22";"02";TRUE
"22340";"CARRETERA N-260 KM. 441,6";"L-D: 08:00-21:00";42.436;"BOLTAÑA";0.08175;"D";"Boltaña";NA;NA;NA;NA;NA;1.389;NA;1.439;NA;1.529;NA;NA;1.639;NA;"HUESCA";"dm";"AVIA";"P";0;0;11680;3350;"22";"02";TRUE
"22370";"CARRETERA N-260A KM. 478";"L-S: 09:00-14:00 y 16:00-19:00; D: 09:00-14:00";42.606472;"BROTO";-0.123389;"I";"Broto";NA;NA;NA;NA;NA;1.359;NA;1.409;NA;1.479;NA;NA;NA;NA;"HUESCA";"OM";"REPSOL";"P";0;0;1304;3353;"22";"02";FALSE
"22450";"CR N-260, 405,2";"L-D: 07:00-21:00";42.402417;"CAMPO";0.396917;"D";"Campo";NA;NA;NA;NA;NA;1.349;0.963;1.399;NA;1.479;NA;NA;NA;NA;"HUESCA";"OM";"REPSOL";"P";0;0;1345;3355;"22";"02";FALSE
"22591";"AUTOPISTA AP-2 (MRG.DCHO.) KM. 85,5";"L-D: 24H";41.518139;"CANDASNOS";0.042028;"D";"Candasnos";NA;NA;NA;NA;NA;1.469;NA;1.529;NA;1.599;NA;NA;1.729;NA;"HUESCA";"OM";"GALP";"P";0;0;1354;3358;"22";"02";FALSE
"22591";"AUTOPISTA AP-2 (MRG.IZDO.) KM. 85,5";"L-D: 24H";41.518222;"CANDASNOS";0.039361;"I";"Candasnos";NA;NA;NA;NA;NA;1.469;NA;1.529;NA;1.599;NA;NA;1.729;NA;"HUESCA";"OM";"GALP";"P";0;0;1355;3358;"22";"02";FALSE
"22591";"CR N-2, 412";"L-D: 06:00-23:00";41.513111;"CANDASNOS";0.088889;"I";"Candasnos";NA;NA;NA;NA;NA;1.389;NA;1.429;NA;1.519;NA;NA;NA;NA;"HUESCA";"dm";"REPSOL";"P";0;0;1341;3358;"22";"02";FALSE
"22880";"CARRETERA N-330 KM. 664,100";"L-D: 07:00-22:00";42.723056;"CANFRANC-ESTACION";-0.524528;"I";"Canfranc";NA;NA;NA;NA;NA;1.389;NA;1.469;NA;1.529;1.589;NA;NA;NA;"HUESCA";"dm";"CEPSA";"P";0;0;1302;3359;"22";"02";FALSE
"22480";"CALLE EMPALME A, 5";"L-D: 24H";42.195417;"CAPELLA";0.395167;"D";"Capella";NA;NA;NA;NA;NA;1.275;0.84;NA;NA;NA;NA;NA;NA;NA;"HUESCA";"dm";"MAZANA OIL";"P";0;0;12495;3361;"22";"02";TRUE
"22466";"N-260 EJE PIRENAICO km 385.5";"L-D: 08:00-21:00";42.513;"CASTEJON DE SOS";0.482389;"D";"Castejón de Sos";NA;NA;NA;NA;NA;1.359;1.008;1.409;NA;1.479;NA;NA;1.589;NA;"HUESCA";"OM";"REPSOL";"P";0;0;11026;3364;"22";"02";FALSE
"22310";"N-240 km 149,5";"L-D: 24H";41.950139;"CASTEJON DEL PUENTE";0.153611;"D";"Castejón del Puente";NA;NA;NA;NA;NA;1.389;NA;1.449;NA;1.499;1.559;NA;NA;NA;"HUESCA";"dm";"CEPSA-E.S.JAIME I";"P";0;0;1351;3365;"22";"02";TRUE
"22535";"CARRETERA N-240 KM. 128,100";"L-V: 05:00-23:00; S: 05:00-14:00";41.820278;"ESPLUS";0.32;"D";"Esplús";NA;NA;NA;NA;NA;1.198;0.788;NA;NA;1.326;NA;NA;NA;NA;"HUESCA";"dm";"AGROPIENSO";"P";0;0;11936;3375;"22";"02";TRUE
"22423";"CARRETERA A-133 KM KM. 26,6";"L-D: 07:00-21:00";42.055083;"ESTADILLA";0.239861;"I";"Estadilla";NA;NA;NA;NA;NA;1.359;0.911;1.409;NA;1.479;NA;NA;NA;NA;"HUESCA";"OM";"REPSOL";"P";0;0;1333;3377;"22";"02";FALSE
"22423";"CARRETERA BARBASTRO S/N KM. 12";"L-D: 24H";42.05575;"ESTADILLA";0.238556;"D";"Estadilla";NA;NA;NA;NA;NA;1.294;0.854;NA;NA;1.399;NA;NA;NA;NA;"HUESCA";"dm";"COOP. SAN LORENZO";"P";0;0;12390;3377;"22";"02";TRUE
"22589";"CARRETERA N-230 KM 48,300 KM. 48,300";"L-D: 06:00-22:00";41.978278;"ESTOPIÑAN";0.490083;"D";"Estopiñán del Castillo";NA;NA;NA;NA;NA;1.358;NA;1.394;NA;1.512;NA;NA;1.612;NA;"HUESCA";"dm";"CEPSA";"P";0;0;1300;3378;"22";"02";FALSE
"22422";"CARRETERA MONZON-FONZ km 13.600";"L-D: 24H";42.006917;"FONZ";0.247528;"N";"Fonz";NA;NA;NA;NA;NA;NA;0.862;NA;NA;NA;NA;NA;NA;NA;"HUESCA";"dm";"COOP.FONZ";"R";0;0;9685;3382;"22";"02";TRUE
"22520";"CARRETERA DE SERÓS KM. 5";"L-V: 07:00-21:00; S-D: 07:00-14:00";41.487194;"FRAGA";0.383417;"I";"Fraga";NA;NA;NA;NA;NA;1.395;0.965;NA;NA;1.525;NA;NA;NA;NA;"HUESCA";"dm";"MONTLLOBE, S.A.";"P";0;0;1253;3384;"22";"02";TRUE
"22520";"CAMINO TORRENTE, S/N";"L-S: 08:00-13:00 y 16:00-19:10";41.516083;"FRAGA";0.344;"D";"Fraga";NA;NA;NA;NA;NA;1.288;NA;NA;NA;NA;NA;NA;NA;NA;"HUESCA";"dm";"AGROPECUARIA";"P";0;0;11216;3384;"22";"02";TRUE
"22520";"N-211 km 330.78";"L-D: 07:00-23:00";41.514944;"FRAGA";0.328167;"D";"Fraga";NA;NA;NA;NA;NA;1.409;NA;1.489;NA;1.539;NA;NA;NA;NA;"HUESCA";"OM";"SHELL";"P";0;0;8964;3384;"22";"02";FALSE
"22520";"CARRETERA FRAGA A TORRENTE DE CINCA, POL.88 PARC. 22-25 KM. 41.508847, 0.327902";"L-D: 24H";41.508833;"FRAGA";0.327889;"D";"Fraga";NA;NA;NA;NA;NA;1.429;1.029;1.499;NA;1.565;NA;NA;1.695;NA;"HUESCA";"dm";"AREA DEL BAJO CINCA";"P";0;0;14971;3384;"22";"02";TRUE
"22520";"CR N-2, 435 (N-2 km 435,8)";"L-V: 06:15-21:45; S: 06:15-13:45";41.525333;"FRAGA";0.347444;"D";"Fraga";NA;NA;NA;NA;NA;1.405;0.96;1.435;NA;1.54;NA;NA;NA;NA;"HUESCA";"dm";"REPSOL";"P";0;0;1294;3384;"22";"02";FALSE
"22520";"CL AVENIDA DE ARAGON, 79 (N-2 km 436)";"L-D: 24H";41.520139;"FRAGA";0.334333;"D";"Fraga";NA;NA;NA;NA;NA;1.41;0.975;1.44;NA;1.54;NA;NA;1.655;NA;"HUESCA";"dm";"REPSOL";"P";0;0;1338;3384;"22";"02";FALSE
"22520";"CARRETERA N-IIA KM KM. 437,2";"L-D: 07:00-21:30";41.524056;"FRAGA";0.362;"I";"Fraga";NA;NA;NA;NA;NA;1.399;NA;1.437;NA;1.549;NA;NA;NA;NA;"HUESCA";"dm";"CEPSA";"P";0;0;1285;3384;"22";"02";FALSE
"22520";"POLIGONO SUB 7 BIS, ANTIGUA NII, S/N";"L-D: 24H";41.524139;"FRAGA";0.365417;"I";"Fraga";NA;NA;NA;NA;NA;1.193;NA;NA;NA;1.323;NA;NA;NA;NA;"HUESCA";"dm";"BONAREA";"P";0;0;11952;3384;"22";"02";TRUE
"22520";"AUTOVIA N-II KM. 422,4";"L-D: 06:00-22:00";41.519667;"FRAGA";0.205833;"D";"Fraga";NA;NA;NA;NA;NA;1.394;NA;1.424;NA;1.519;NA;NA;NA;NA;"HUESCA";"OM";"GALP";"P";0;0;1297;3384;"22";"02";FALSE
"22520";"AUTOVIA N II KM. 422,4";"L-D: 24H";41.520083;"FRAGA";0.205917;"I";"Fraga";NA;NA;NA;NA;NA;1.394;NA;1.424;NA;1.519;NA;NA;NA;NA;"HUESCA";"OM";"GALP";"P";0;0;1298;3384;"22";"02";FALSE
"22520";"CR A-2, 441,4";"L-D: 24H";41.533889;"FRAGA";0.412333;"D";"Fraga";NA;NA;NA;NA;NA;1.409;0.972;1.445;NA;1.539;NA;NA;1.654;NA;"HUESCA";"dm";"REPSOL";"P";0;0;1279;3384;"22";"02";FALSE
"22520";"AUTOPISTA AP-2 (MRG.IZDO.) KM. 119";"L-D: 07:00-23:00";41.497389;"FRAGA";0.39475;"I";"Fraga";NA;NA;NA;NA;NA;1.469;NA;1.559;NA;1.589;NA;NA;1.731;NA;"HUESCA";"OM";"BP AP2 FRAGA (MI)";"P";0;0;1352;3384;"22";"02";TRUE
"22520";"AUTOPISTA AP-2 (MRG.DCHO.) KM. 119";"L-D: 07:00-23:00";41.496861;"FRAGA";0.397194;"D";"Fraga";NA;NA;NA;NA;NA;1.469;NA;1.559;NA;1.589;NA;NA;1.731;NA;"HUESCA";"OM";"BP AP2 FRAGA (MD)";"P";0;0;1353;3384;"22";"02";TRUE
"22390";"CARRETERA A,138 KM. 9,5";"L-D: 24H";42.144056;"GRADO (EL)";0.226556;"D";"Grado (El)";NA;NA;NA;NA;NA;1.349;NA;1.389;NA;1.498;NA;NA;NA;NA;"HUESCA";"dm";"EL GRADO ESTACION DE SERVICIO";"P";0;0;10588;3387;"22";"02";TRUE
"22390";"CARRETERA A-138 KM. 9,10";"L-D: 07:00-22:00";42.140611;"GRADO (EL)";0.225944;"D";"Grado (El)";NA;NA;NA;NA;NA;1.396;NA;1.465;NA;1.523;NA;NA;1.658;NA;"HUESCA";"dm";"REPSOL";"P";0;0;1350;3387;"22";"02";FALSE
"22260";"AVENIDA RAMON Y CAJAL, 4";"L-V: 07:30-21:00; S: 07:30-14:00";41.939611;"GRAÑEN";-0.369333;"N";"Grañén";NA;NA;NA;NA;NA;1.339;0.939;1.409;NA;1.479;NA;NA;1.599;NA;"HUESCA";"dm";"REPSOL";"P";0;0;1319;3388;"22";"02";FALSE
"22260";"C/ AFUERAS S/N";"L-D: 24H";41.948306;"GRAÑEN";-0.367722;"N";"Grañén";NA;NA;NA;NA;NA;1.26;0.84;NA;NA;NA;NA;NA;NA;NA;"HUESCA";"dm";"SECADERO SANTIAGO";"P";0;0;11056;3388;"22";"02";TRUE
"22430";"CL JOAQUIN COSTA  19";"L-D: 24H";42.188222;"GRAUS";0.337861;"N";"Graus";NA;NA;NA;NA;NA;1.369;0.969;1.449;NA;1.499;NA;NA;1.639;NA;"HUESCA";"dm";"LABOIL, S.L.";"P";0;0;1287;3389;"22";"02";TRUE
"22436";"CARRETERA A-139 KM. 5,6";"L-D: 24H";42.226028;"VENTAS DE SANTA LUCIA (LAS)";0.354722;"D";"Graus";NA;NA;NA;NA;NA;1.349;NA;NA;NA;1.479;NA;NA;NA;NA;"HUESCA";"dm";"HIPER-OIL";"P";0;0;8086;3389;"22";"02";TRUE
"22280";"CARRETERA A-1209 KM. 9,100";"L-D: 24H";42.010778;"GURREA DE GALLEGO";-0.762528;"I";"Gurrea de Gállego";NA;NA;NA;NA;NA;1.228;0.789;NA;NA;1.375;NA;NA;NA;NA;"HUESCA";"dm";"E.S. SAN NICOLAS";"P";0;0;9806;3390;"22";"02";TRUE
"22280";"AUTOVIA A-23 KM. 333";"L-D: 24H";41.992;"GURREA DE GALLEGO";-0.667444;"D";"Gurrea de Gállego";NA;NA;NA;NA;NA;1.369;NA;1.438;NA;1.509;NA;NA;1.639;NA;"HUESCA";"dm";"REPSOL";"P";0;0;1348;3390;"22";"02";FALSE
"22003";"CALLE COSO ALTO, 65";"L-V: 07:00-21:00; S: 08:00-14:00";42.141194;"HUESCA";-0.4105;"D";"Huesca";NA;NA;NA;NA;NA;1.349;NA;NA;NA;1.499;NA;NA;NA;NA;"HUESCA";"dm";"REPSOL";"P";0;0;1286;3394;"22";"02";FALSE
"22006";"RONDA INDUSTRIA (DE LA), 10";"L-D: 07:00-23:00";42.146889;"HUESCA";-0.399278;"D";"Huesca";NA;NA;NA;NA;NA;1.309;NA;NA;NA;1.47;NA;NA;NA;NA;"HUESCA";"dm";"EXIBOX";"P";0;0;13043;3394;"22";"02";TRUE
"22006";"PASEO RAMON Y CAJAL, 91";"L-D: 06:00-22:00";42.140528;"HUESCA";-0.388583;"I";"Huesca";NA;NA;NA;NA;NA;1.359;NA;1.425;NA;1.513;1.593;NA;NA;NA;"HUESCA";"OM";"CEPSA";"P";0;0;11353;3394;"22";"02";FALSE
"22006";"POLIGONO RONDA INDUSTRIA (DE LA), 124";"L-D: 24H";42.143639;"HUESCA";-0.388833;"D";"Huesca";NA;NA;NA;NA;NA;1.299;NA;NA;NA;1.499;NA;NA;NA;NA;"HUESCA";"dm";"LABOIL";"P";0;0;13438;3394;"22";"02";TRUE
"22004";"CALLE BALLOBAR, 11";"L-D: 24H";42.128361;"HUESCA";-0.416861;"N";"Huesca";NA;NA;NA;NA;NA;1.197;NA;NA;NA;1.327;NA;NA;NA;NA;"HUESCA";"dm";"BONAREA";"P";0;0;14081;3394;"22";"02";TRUE
"22004";"CALLE ALMUDEVAR, 16";"L-D: 07:00-23:00";42.13025;"HUESCA";-0.411306;"D";"Huesca";NA;NA;NA;NA;NA;1.189;NA;NA;NA;1.319;NA;NA;NA;NA;"HUESCA";"dm";"DIP ENERGY";"P";0;0;13042;3394;"22";"02";TRUE
"22004";"CARRETERA ZARAGOZA KM. S/N";"L-D: 24H";42.128778;"HUESCA";-0.425389;"N";"Huesca";NA;NA;NA;NA;NA;1.267;NA;1.297;NA;1.399;NA;NA;NA;NA;"HUESCA";"dm";"ALCAMPO";"P";0;0;1269;3394;"22";"02";TRUE
"22004";"CALLE DR. ARTERO, 31";"L-D: 24H";42.148056;"HUESCA";-0.425278;"D";"Huesca";NA;NA;NA;NA;NA;1.359;NA;1.389;NA;1.489;NA;NA;1.659;NA;"HUESCA";"dm";"CARREFOUR";"P";0;0;11354;3394;"22";"02";TRUE
"22004";"AVENIDA PAZ LA, 33";"L-D: 24H";42.142639;"HUESCA";-0.413;"I";"Huesca";NA;NA;NA;NA;NA;1.359;NA;1.449;NA;1.499;NA;NA;NA;NA;"HUESCA";"dm";"REPSOL";"P";0;0;1314;3394;"22";"02";FALSE
"22004";"AVENIDA MARTINEZ DE VELASCO, 53";"L-D: 24H";42.131611;"HUESCA";-0.417278;"D";"Huesca";NA;NA;NA;NA;0.849;1.369;NA;1.459;NA;1.519;NA;NA;1.649;NA;"HUESCA";"OM";"REPSOL";"P";0;0;1316;3394;"22";"02";FALSE
"22004";"AVENIDA MARTINEZ VELASCO, 53";"L-D: 06:00-22:00";42.131139;"HUESCA";-0.418944;"I";"Huesca";NA;NA;NA;NA;NA;1.369;NA;1.459;NA;1.519;NA;NA;1.649;NA;"HUESCA";"OM";"REPSOL";"P";0;0;1317;3394;"22";"02";FALSE
"22004";"CARRETERA CR N-330 KM. 569,7";"L-D: 06:00-22:00";42.125111;"HUESCA";-0.429917;"I";"Huesca";NA;NA;NA;NA;NA;1.369;0.975;1.459;NA;1.519;NA;NA;1.639;NA;"HUESCA";"OM";"REPSOL";"P";0;0;1347;3394;"22";"02";FALSE
"22197";"AUTOVIA A-23 (MRG.IZDO.) KM. 563,9";"L-D: 06:00-22:00";42.092778;"HUESCA";-0.478139;"I";"Huesca";NA;NA;NA;NA;NA;1.359;NA;1.425;NA;1.489;NA;NA;1.621;NA;"HUESCA";"OM";"CEPSA";"P";0;0;11453;3394;"22";"02";FALSE
"22197";"AUTOVIA A-23 (MRG.DCHO.) KM. 563,9";"L-D: 06:00-22:00";42.091889;"HUESCA";-0.477028;"D";"Huesca";NA;NA;NA;NA;NA;1.359;NA;1.425;NA;1.489;NA;NA;1.621;NA;"HUESCA";"OM";"CEPSA";"P";0;0;11452;3394;"22";"02";FALSE
"22090";"CARRETERA A-131 KM. 2,7";"L-D: 06:00-22:00";42.115889;"HUESCA";-0.391806;"D";"Huesca";NA;NA;NA;NA;NA;1.369;0.975;1.459;NA;1.509;1.539;NA;NA;NA;"HUESCA";"OM";"REPSOL";"P";0;0;1343;3394;"22";"02";FALSE
"22090";"CARRETERA A-23 KM. 573,8";"L-D: 06:00-22:00";42.147806;"HUESCA";-0.424583;"I";"Huesca";NA;NA;NA;NA;NA;1.369;NA;1.419;NA;1.519;NA;NA;1.639;NA;"HUESCA";"OM";"REPSOL";"P";0;0;1289;3394;"22";"02";FALSE
"22483";"CARRETERA A-1605 KM. 16";"L-D: 07:00-21:00";42.315778;"SERRADUY";0.56475;"D";"Isábena";NA;NA;NA;NA;NA;1.349;1;1.429;NA;1.499;NA;NA;NA;NA;"HUESCA";"dm";"REPSOL";"P";0;0;1293;3398;"22";"02";FALSE
"22700";"AVENIDA REGIMIENTO GALICIA, 10";"L-D: 06:00-23:00";42.566861;"JACA";-0.55425;"I";"Jaca";NA;NA;NA;NA;NA;1.369;NA;1.439;NA;1.519;NA;NA;1.649;NA;"HUESCA";"dm";"REPSOL";"P";0;0;1330;3399;"22";"02";FALSE
"22700";"POLIGONO POLIGONO CAMPANCIAN,CALLE DE LA INDUSTRIA, S/N";"L-D: 24H";42.577194;"JACA";-0.529778;"N";"Jaca";NA;NA;NA;NA;NA;1.349;NA;1.419;NA;1.499;NA;NA;1.629;NA;"HUESCA";"dm";"EROSKI";"P";0;0;1274;3399;"22";"02";TRUE
"22700";"CALLE RIO ARAGON, 1";"L-D: 07:00-23:00";42.563667;"JACA";-0.570222;"N";"Jaca";NA;NA;NA;NA;NA;1.369;NA;NA;NA;1.489;NA;NA;NA;NA;"HUESCA";"dm";"HIPER OIL";"P";0;0;13232;3399;"22";"02";TRUE
"22360";"A-138 km 50,53";"L-D: 06:30-22:30";42.446444;"LABUERDA";0.132528;"N";"Labuerda";NA;NA;NA;NA;NA;1.371;1.015;1.445;NA;1.515;NA;NA;1.655;NA;"HUESCA";"dm";"ESTACION DE SERVICIO RV";"P";0;0;1263;3401;"22";"02";TRUE
"22214";"CARRETERA A-1210 KM. 41";"L-V: 07:00-20:30; S: 08:00-14:00";41.844833;"LALUEZA";-0.254583;"D";"Lalueza";NA;NA;NA;NA;NA;1.329;0.909;1.389;NA;1.469;NA;NA;1.579;NA;"HUESCA";"dm";"REPSOL";"P";0;0;11409;3403;"22";"02";FALSE
"22250";"CALLE PALLARUELO, 5";"L-V: 08:00-13:00 y 17:00-19:00; S: 08:00-13:00";41.769472;"LANAJA";-0.327639;"I";"Lanaja";NA;NA;NA;NA;NA;1.359;NA;1.409;NA;1.479;NA;NA;NA;NA;"HUESCA";"OM";"REPSOL";"P";0;0;1327;3404;"22";"02";FALSE
"22250";"ACCESO PARTIDA SASO BAJO, S/N";"L-D: 24H";41.77575;"LANAJA";-0.32975;"I";"Lanaja";NA;NA;NA;NA;NA;1.265;0.835;NA;NA;NA;NA;NA;NA;NA;"HUESCA";"dm";"AN ENERGÉTICOS - LANAJA";"P";0;0;9139;3404;"22";"02";TRUE
"22192";"CARRETERA N-240 (A-1227) KM. 201,6";"L-D: 06:00-22:00";42.142972;"LOPORZANO";-0.325167;"N";"Loporzano";NA;NA;NA;NA;NA;1.349;NA;1.419;NA;1.479;NA;NA;1.589;NA;"HUESCA";"OM";"GALP";"P";0;0;1268;3411;"22";"02";FALSE
"22400";"AVENIDA DE FONZ, 8,10";"L-D: 24H";41.918667;"MONZON";0.19025;"N";"Monzón";NA;NA;NA;NA;NA;1.229;NA;1.279;NA;1.359;NA;NA;NA;NA;"HUESCA";"dm";"ORANGUTAN";"P";0;0;1245;3417;"22";"02";TRUE
"22400";"CARRETERA N-240 KM. 141,400";"L-S: 06:00-22:00; D: 07:00-21:00";41.901222;"MONZON";0.205889;"I";"Monzón";NA;NA;NA;NA;NA;1.369;0.927;1.439;NA;1.519;NA;NA;1.649;NA;"HUESCA";"OM";"REPSOL";"P";0;0;1318;3417;"22";"02";FALSE
"22400";"CL AVENIDA LERIDA, 31 (N-240 km 143)";"L-D: 24H";41.911056;"MONZON";0.19675;"D";"Monzón";NA;NA;NA;NA;NA;1.369;0.927;1.439;NA;1.519;NA;NA;1.649;NA;"HUESCA";"OM";"REPSOL";"P";0;0;1291;3417;"22";"02";FALSE
"22400";"POLIGONO LAS PAULES,C/EUGENIO DE UZANDIZAGA, 38";"L-D: 24H";41.91875;"MONZON";0.187028;"D";"Monzón";NA;NA;NA;NA;NA;1.194;NA;NA;NA;1.324;NA;NA;NA;NA;"HUESCA";"dm";"BONAREA";"P";0;0;12057;3417;"22";"02";TRUE
