"c_p";"direccion";"horario";"latitud";"localidad";"longitud_wgs84";"margen";"municipio";"precio_biodiesel";"precio_bioetanol";"precio_gas_natural_comprimido";"precio_gas_natural_licuado";"precio_gases_licuados_del_petroleo";"precio_gasoleo_a";"precio_gasoleo_b";"precio_gasoleo_premium";"precio_gasolina_95_e10";"precio_gasolina_95_e5";"precio_gasolina_95_e5_premium";"precio_gasolina_98_e10";"precio_gasolina_98_e5";"precio_hidrogeno";"provincia";"remision";"rotulo";"tipo_venta";"percent_bio_etanol";"percent_ester_metilico";"ideess";"id_municipio";"id_provincia";"idccaa";"low_cost"
"02250";"AVENIDA CASTILLA LA MANCHA, 26";"L-D: 07:00-22:00";39.211417;"ABENGIBRE";-1.539167;"D";"Abengibre";NA;NA;NA;NA;NA;1.349;0.879;NA;NA;1.459;NA;NA;NA;NA;"ALBACETE";"dm";"Nº 10.935";"P";0;0;4375;52;"02";"07";TRUE
"02152";"CR CM-332, 46,4";"L-D: 7:00-23:00";39.100389;"ALATOZ";-1.346083;"I";"Alatoz";NA;NA;NA;NA;NA;1.39;NA;1.5;NA;1.519;NA;NA;1.6;NA;"ALBACETE";"dm";"REPSOL";"P";0;0;5122;53;"02";"07";FALSE
"02001";"AVENIDA 1º DE MAYO, S/N";"L-S: 08:00-22:00; D: 09:00-21:00";38.985667;"ALBACETE";-1.8685;"N";"Albacete";NA;NA;NA;NA;NA;1.389;NA;1.419;NA;1.499;NA;NA;1.639;NA;"ALBACETE";"dm";"CARREFOUR";"P";0;0;10765;54;"02";"07";TRUE
"02001";"CALLE FEDERICO GARCIA LORCA, 5";"L-S: 05:00-23:00";38.997722;"ALBACETE";-1.846361;"I";"Albacete";NA;NA;NA;NA;NA;1.389;NA;NA;NA;NA;NA;NA;NA;NA;"ALBACETE";"dm";"CEPSA";"R";0;0;4438;54;"02";"07";FALSE
"02001";"CALLE FEDERICO GARCIA LORCA, 1";"L-D: 24H";39.000861;"ALBACETE";-1.849833;"D";"Albacete";NA;NA;NA;NA;NA;1.259;NA;NA;NA;1.389;NA;NA;NA;NA;"ALBACETE";"dm";"PLENOIL";"P";0;0;13933;54;"02";"07";TRUE
"02001";"CALLE PRINCIPE DE ASTURIAS (POLÍGONO DE ROMICA), 5";"L-D: 06:00-21:30";39.054694;"ALBACETE";-1.832;"I";"Albacete";NA;NA;NA;NA;NA;1.399;NA;1.489;NA;1.499;NA;NA;1.641;NA;"ALBACETE";"OM";"BP ROMICA";"P";0;0;12054;54;"02";"07";TRUE
"02005";"CL PASEO DE LA CUBA, 15";"L-D: 06:00-22:00";38.999722;"ALBACETE";-1.854556;"D";"Albacete";NA;NA;NA;NA;0.819;1.409;NA;1.489;NA;1.519;NA;NA;1.629;NA;"ALBACETE";"OM";"REPSOL";"P";0;0;5195;54;"02";"07";FALSE
"02005";"AVENIDA MENÉNDEZ PIDAL, 58";"L-D: 24H";39.003333;"ALBACETE";-1.864917;"N";"Albacete";NA;NA;NA;NA;NA;1.359;NA;1.439;NA;1.479;NA;NA;1.599;NA;"ALBACETE";"dm";"TAMOS";"P";0;0;4369;54;"02";"07";TRUE
"02005";"PASEO CUBA (LA), 36";"L-D: 06:00-23:00";39.005083;"ALBACETE";-1.859917;"N";"Albacete";NA;NA;NA;NA;0.879;1.359;NA;1.439;NA;1.479;NA;NA;1.599;NA;"ALBACETE";"dm";"CEPSA";"P";0;0;14123;54;"02";"07";FALSE
"02005";"AVENIDA ESCRITOR RODRIGO RUBIO, 3";"L-S: 09:00-21:30";39.006889;"ALBACETE";-1.885361;"D";"Albacete";NA;NA;NA;NA;0.758;1.278;NA;1.358;NA;1.398;NA;NA;NA;NA;"ALBACETE";"dm";"A&A";"P";0;0;15000;54;"02";"07";TRUE
"02002";"CALLE HERMANOS FALCÓ, 2";"L-D: 06:30-22:30";38.98925;"ALBACETE";-1.849028;"D";"Albacete";NA;NA;NA;NA;NA;1.379;NA;1.469;NA;1.499;NA;NA;1.629;NA;"ALBACETE";"dm";"CEPSA";"P";0;0;5313;54;"02";"07";FALSE
"02006";"AVDA. DE LOS TOREROS, S/N";"L-D: 07:00-23:00";38.998222;"ALBACETE";-1.869889;"N";"Albacete";NA;NA;NA;NA;NA;1.309;NA;1.359;NA;1.439;NA;NA;NA;NA;"ALBACETE";"dm";"INPEALSA";"P";0;0;4415;54;"02";"07";TRUE
"02006";"CR N-322, 337,8";"L-D: 06:30-22:00";38.925833;"ALBACETE";-2.031861;"I";"Albacete";NA;NA;NA;NA;NA;1.369;0.765;1.439;NA;1.519;NA;NA;1.659;NA;"ALBACETE";"dm";"REPSOL";"P";0;0;5116;54;"02";"07";FALSE
"02006";"CALLE ALMANSA, 2";"L-D: 06:00-23:00";38.984139;"ALBACETE";-1.847083;"I";"Albacete";NA;NA;NA;NA;NA;1.369;NA;1.455;NA;1.499;NA;NA;1.631;NA;"ALBACETE";"dm";"CEPSA";"P";0;0;4795;54;"02";"07";FALSE
"02006";"CALLE ALCALDE CONANGLA (C.C. EROSKI), S/N";"L-S: 07:00-23:00; D: 08:00-23:00";38.988972;"ALBACETE";-1.847361;"N";"Albacete";NA;NA;NA;NA;NA;1.269;NA;1.309;NA;1.389;NA;NA;1.519;NA;"ALBACETE";"dm";"FAMILY ENERGY";"P";0;0;4428;54;"02";"07";TRUE
"02006";"CARRETERA JAEN KM. 2";"L-D: 24H";38.994667;"ALBACETE";-1.871722;"D";"Albacete";NA;NA;NA;NA;NA;1.399;NA;1.459;NA;1.519;NA;NA;1.629;NA;"ALBACETE";"dm";"REPSOL";"P";0;0;5245;54;"02";"07";FALSE
"02006";"CALLE CTRA. DE JAEN, 79";"L-D: 06:00-23:00";38.988111;"ALBACETE";-1.883694;"I";"Albacete";NA;NA;NA;NA;NA;1.379;NA;1.449;NA;1.499;NA;NA;1.619;NA;"ALBACETE";"dm";"REPSOL";"P";0;0;5222;54;"02";"07";FALSE
"02006";"PG CAMPOLLANO-P. 2-CT, S.N.";"L-V: 06:00-22:00; S: 07:30-15:30; D: 09:00-15:00";39.012583;"ALBACETE";-1.874972;"D";"Albacete";NA;NA;NA;NA;NA;1.409;NA;1.479;NA;1.509;NA;NA;1.629;NA;"ALBACETE";"OM";"REPSOL";"P";0;0;5191;54;"02";"07";FALSE
"02006";"CR N-301, 244";"L-D: 24H";39.027778;"ALBACETE";-1.892972;"I";"Albacete";NA;NA;NA;NA;NA;1.409;NA;1.459;NA;1.509;NA;NA;1.619;NA;"ALBACETE";"OM";"REPSOL";"P";0;0;5208;54;"02";"07";FALSE
"02006";"CARRETERA N-322 KM. 359";"L-V: 07:00-21:00; S-D: 09:00-14:00";39.033139;"ALBACETE";-1.845083;"D";"Albacete";NA;NA;NA;NA;NA;1.399;NA;1.449;NA;1.489;NA;NA;1.619;NA;"ALBACETE";"OM";"REPSOL";"P";0;0;5289;54;"02";"07";FALSE
"02006";"CARRETERA NACIONAL 322 PTO KM 347 KM. 347";"L-S: 07:00-22:00";38.965639;"ALBACETE";-1.9355;"D";"Albacete";NA;NA;NA;NA;NA;1.319;NA;NA;NA;NA;NA;NA;NA;NA;"ALBACETE";"dm";"P347";"P";0;0;14377;54;"02";"07";TRUE
"02006";"AVENIDA 1º DE MAYO, S/N";"L-D: 07:00-23:00";38.985194;"ALBACETE";-1.866806;"N";"Albacete";NA;NA;NA;NA;NA;1.319;NA;NA;NA;1.439;NA;NA;NA;NA;"ALBACETE";"dm";"PETROCAMP";"P";0;0;5318;54;"02";"07";TRUE
"02006";"AVDA. DE ESPAÑA (PRÓX. A C/ SAN JUAN), S/N";"L-D: 07:00-23:00";38.982167;"ALBACETE";-1.853306;"N";"Albacete";NA;NA;NA;NA;NA;1.309;NA;NA;NA;1.439;NA;NA;NA;NA;"ALBACETE";"dm";"INPEALSA";"P";0;0;4416;54;"02";"07";TRUE
"02099";"CARRETERA NACIONAL 301 KM. 256";"L-V: 06:00-22:00; S: 06:00-14:00; D: 09:00-21:00";38.929389;"ALBACETE";-1.831639;"D";"Albacete";NA;NA;NA;NA;NA;1.299;NA;NA;NA;1.439;NA;NA;NA;NA;"ALBACETE";"dm";"INPEALSA";"P";0;0;5129;54;"02";"07";TRUE
"02004";"CARRETERA N-322 KM. 349";"L-D: 24H";38.970167;"ALBACETE";-1.919778;"D";"Albacete";NA;NA;NA;NA;NA;1.425;NA;1.495;NA;1.529;NA;NA;1.589;NA;"ALBACETE";"dm";"CEPSA";"P";0;0;11048;54;"02";"07";FALSE
"02328";"AVENIDA PRINCIPE, 2";"L-D: 08:00-16:00";38.900944;"SANTA ANA";-1.994028;"D";"Albacete";NA;NA;NA;NA;NA;1.379;0.981;1.429;NA;1.489;NA;NA;1.599;NA;"ALBACETE";"OM";"REPSOL";"P";0;0;5272;54;"02";"07";FALSE
"02140";"CM. 3203 km 14,1";"L-S: 07:00-21:30; D: 09:00-14:00";38.867556;"SALOBRAL (EL)";-1.9205;"D";"Albacete";NA;NA;NA;NA;NA;1.33;0.82;1.36;NA;1.455;NA;NA;NA;NA;"ALBACETE";"dm";"LOZANO";"P";0;0;4394;54;"02";"07";TRUE
"02099";"CTRA.AGUASNUEVAS KM 0,25";"L-D: 24H";38.870278;"SALOBRAL (EL)";-1.922722;"D";"Albacete";NA;NA;NA;NA;NA;NA;0.785;NA;NA;NA;NA;NA;NA;NA;"ALBACETE";"dm";"CORYMAR";"R";0;0;8915;54;"02";"07";TRUE
"02007";"AVENIDA PRIMERA, S/N";"L-D: 24H";39.022139;"ALBACETE";-1.882056;"D";"Albacete";NA;NA;NA;NA;NA;1.249;NA;NA;NA;1.389;NA;NA;NA;NA;"ALBACETE";"dm";"GMOIL";"P";0;0;13369;54;"02";"07";TRUE
"02007";"AVENIDA 0, 48";"L-V: 07:00-14:00; S-D: 09:00-14:00";39.021778;"ALBACETE";-1.886278;"D";"Albacete";NA;NA;NA;NA;NA;1.309;NA;NA;NA;1.449;NA;NA;1.549;NA;"ALBACETE";"dm";"ABOIL";"P";0;0;4413;54;"02";"07";TRUE
"02007";"CALLE C/ AUTOVIA C/V AVD. SEXTA, S/N";"L-D: 24H";39.029583;"ALBACETE";-1.888083;"D";"Albacete";NA;NA;1.099;1.045;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"ALBACETE";"dm";"NATURGY ES  GNV ALBACETE";"P";0;0;14612;54;"02";"07";TRUE
"02007";"AVENIDA POLIGONO CAMPOLLANO AVENIDA 0, 67";"L-D: 24H";39.021583;"ALBACETE";-1.886556;"N";"Albacete";NA;NA;NA;NA;NA;1.309;NA;NA;NA;1.449;NA;NA;NA;NA;"ALBACETE";"dm";"VALERO 24H";"P";0;0;13930;54;"02";"07";TRUE
"02007";"POLIGONO AVDA. 3ª, ESQUINA C/AUTOVIA, 69";"L-D: 24H";39.018;"ALBACETE";-1.874333;"D";"Albacete";NA;NA;NA;NA;NA;1.319;NA;1.399;NA;1.439;NA;NA;1.559;NA;"ALBACETE";"dm";"ENERCOM CARBURANTES";"P";0;0;12801;54;"02";"07";TRUE
"02007";"CARRETERA C-M 332 KM. 2,6";"L-D: 06:00-23:30";38.998111;"ALBACETE";-1.831611;"D";"Albacete";NA;NA;NA;NA;NA;1.379;0.939;1.469;NA;1.499;NA;NA;1.629;NA;"ALBACETE";"dm";"INLOCOR S.L. \"CEPSA\"";"P";0;0;4790;54;"02";"07";TRUE
"02007";"SECTOR PARCELA T-3 LOCAL52, 14";"L-S: 06:00-23:00; D: 08:00-23:00";39.009639;"ALBACETE";-1.878111;"N";"Albacete";NA;NA;NA;NA;NA;1.289;NA;1.319;NA;1.418;NA;NA;1.492;NA;"ALBACETE";"dm";"ALCAMPO";"P";0;0;9601;54;"02";"07";TRUE
"02007";"AVENIDA PRIMERA, 94";"L-V: 06:00-22:00; S: 06:00-14:00";39.016361;"ALBACETE";-1.893944;"N";"Albacete";NA;NA;NA;NA;NA;1.299;NA;1.349;NA;1.429;NA;NA;NA;NA;"ALBACETE";"dm";"INPEALSA";"P";0;0;4417;54;"02";"07";TRUE
"02007";"MADRID-CARTAGENA km 248,5";"L-D: 06:00-22:00";38.971722;"ALBACETE";-1.845278;"D";"Albacete";NA;NA;NA;NA;NA;1.419;NA;1.489;NA;1.519;1.559;NA;1.639;NA;"ALBACETE";"OM";"REPSOL. LOS ANGELES DE LA MANCHA, S.L.";"P";0;0;9546;54;"02";"07";TRUE
"02007";"MADRID-CARTAGENA km 248,5";"L-V: 06:00-22:00";38.971778;"ALBACETE";-1.845306;"I";"Albacete";NA;NA;NA;NA;NA;1.419;NA;1.489;NA;1.519;1.559;NA;1.639;NA;"ALBACETE";"OM";"LOS ANGELES DE LA MANCHA";"P";0;0;11297;54;"02";"07";TRUE
"02007";"AUTOVIA A-31 KM. 69";"L-D: 06:00-22:00";39.031528;"ALBACETE";-1.891361;"I";"Albacete";NA;NA;NA;NA;0.819;1.419;NA;1.489;NA;1.499;NA;NA;1.619;NA;"ALBACETE";"OM";"REPSOL";"P";0;0;11087;54;"02";"07";FALSE
"02007";"POLIGONO CAMPOLLANO C/.F, 13";"L-D: 24H";39.012472;"ALBACETE";-1.889417;"D";"Albacete";NA;NA;NA;NA;NA;1.269;NA;NA;NA;NA;NA;NA;NA;NA;"ALBACETE";"dm";"AVANZA OIL";"P";0;0;10129;54;"02";"07";TRUE
"02007";"AVENIDA 3ª ESQUINA C/ F Nº3, 3";"L-D: 24H";39.009417;"ALBACETE";-1.885694;"N";"Albacete";NA;NA;NA;NA;NA;1.289;NA;NA;NA;1.419;NA;NA;NA;NA;"ALBACETE";"dm";"FAST & GAS";"P";0;0;12763;54;"02";"07";TRUE
"02080";"CARRETERA DE LAS PEÑAS KM 0+238 KM. 0,238";"L-D: 07:00-22:00";38.970778;"ALBACETE";-1.873194;"I";"Albacete";NA;NA;NA;NA;NA;1.339;NA;NA;NA;1.449;NA;NA;NA;NA;"ALBACETE";"dm";"AREA LOS LLANOS";"P";0;0;14465;54;"02";"07";TRUE
"02080";"AUTOVIA A-30 KM. 239,4";"L-D: 07:00-23:00";39.059806;"ALBACETE";-1.93325;"D";"Albacete";NA;NA;NA;NA;NA;1.395;NA;1.461;NA;1.498;NA;NA;1.63;NA;"ALBACETE";"OM";"CEPSA";"P";0;0;5173;54;"02";"07";FALSE
"02080";"AUTOVIA A-30 KM. 239,4";"L-D: 24H";39.060528;"ALBACETE";-1.933056;"I";"Albacete";NA;NA;NA;NA;NA;1.395;NA;1.461;NA;1.504;NA;NA;NA;NA;"ALBACETE";"OM";"CEPSA";"P";0;0;5174;54;"02";"07";FALSE
"02080";"POLIGONO Nº 71, PARCELA 678, PARAJE HONDO DE LA MORENA S/N, S/N";"L-D: 06:30-22:30";38.969361;"ALBACETE";-1.823639;"D";"Albacete";NA;NA;NA;NA;NA;1.379;NA;1.459;NA;1.499;NA;NA;1.629;NA;"ALBACETE";"dm";"CEPSA";"P";0;0;14287;54;"02";"07";FALSE
"02124";"CM-3203 km 41,9";"L-D: 07:00-21:30";38.646833;"ALCADOZO";-1.978917;"I";"Alcadozo";NA;NA;NA;NA;NA;1.439;1.059;1.509;NA;1.559;NA;NA;NA;NA;"ALBACETE";"dm";"CEPSA";"P";0;0;4794;57;"02";"07";FALSE
"02210";"CARRETERA CM-3201 47,1 KM. 47,1";"L: 08:00-20:00";39.203167;"ALCALA DEL JUCAR";-1.433222;"D";"Alcalá del Júcar";NA;NA;NA;NA;NA;1.359;NA;NA;NA;1.459;NA;NA;NA;NA;"ALBACETE";"dm";"EL JUCAR";"P";0;0;8097;58;"02";"07";TRUE
"02300";"CR N-322 276,5";"L-D: 07:00-22:00";38.673111;"ALCARAZ";-2.492222;"D";"Alcaraz";NA;NA;NA;NA;NA;1.389;NA;1.469;NA;1.519;NA;NA;1.609;NA;"ALBACETE";"dm";"CAMPSA";"P";0;0;5241;59;"02";"07";FALSE
"02330";"CARRETERA 322 KM. 302";"L-V: 07:00-17:00";38.808528;"JARDIN (EL)";-2.327639;"I";"Alcaraz";NA;NA;NA;NA;NA;1.379;NA;1.429;NA;1.469;1.519;NA;NA;NA;"ALBACETE";"OM";"REPSOL";"P";0;0;5134;59;"02";"07";FALSE
"02640";"CL AVDA. DE AYORA, S.N. A";"L-D: 06:00-22:00";38.874583;"ALMANSA";-1.100528;"D";"Almansa";NA;NA;NA;NA;0.829;1.419;NA;1.509;NA;1.519;NA;NA;1.629;NA;"ALBACETE";"OM";"REPSOL";"P";0;0;4877;60;"02";"07";FALSE
"02640";"AVENIDA MADRID, 11";"L-V: 07:00-19:00";38.871556;"ALMANSA";-1.108;"N";"Almansa";NA;NA;NA;NA;NA;1.395;NA;1.461;NA;1.503;1.563;NA;NA;NA;"ALBACETE";"OM";"CEPSA";"P";0;0;4798;60;"02";"07";FALSE
"02640";"AUTOVIA A-31 KM. 143,350";"L-D: 06:00-22:00";38.878278;"ALMANSA";-1.143722;"I";"Almansa";NA;NA;NA;NA;NA;1.395;NA;1.461;NA;1.498;1.558;NA;NA;NA;"ALBACETE";"OM";"CEPSA";"P";0;0;4799;60;"02";"07";FALSE
"02640";"AVENIDA CIRCUNVALACION, 9";"L-D: 06:00-22:00";38.879167;"ALMANSA";-1.098889;"N";"Almansa";NA;NA;NA;NA;NA;1.395;NA;1.461;NA;1.503;NA;NA;1.635;NA;"ALBACETE";"OM";"CEPSA";"P";0;0;4872;60;"02";"07";FALSE
"02640";"AVENIDA CIRCUNVALACION, 17";"L-D: 24H";38.874083;"ALMANSA";-1.089278;"N";"Almansa";NA;NA;NA;NA;NA;1.309;NA;NA;NA;NA;NA;NA;NA;NA;"ALBACETE";"dm";"GASÓLEOS S. ALMANSA";"P";0;0;11931;60;"02";"07";TRUE
"02640";"CALLE INFANTE DON JUAN MANUEL, 4";"L-D: 24H";38.874583;"ALMANSA";-1.10125;"D";"Almansa";NA;NA;NA;NA;NA;1.319;NA;NA;NA;1.439;NA;NA;NA;NA;"ALBACETE";"dm";"QUALITY ALMANSA";"P";0;0;14256;60;"02";"07";TRUE
"02640";"CARRETERA N-430 BADAJOZ A VALENCIA KM. 594";"L-D: 24H";38.850278;"ALMANSA";-1.027694;"D";"Almansa";NA;NA;NA;NA;NA;1.309;0.929;NA;NA;1.429;NA;NA;NA;NA;"ALBACETE";"dm";"GASOLINERA LOW COST PENADES";"P";0;0;14129;60;"02";"07";TRUE
"02640";"AVENIDA CIRCUNVALACION, 26";"L-D: 06:00-22:00";38.859944;"ALMANSA";-1.08475;"N";"Almansa";NA;NA;NA;NA;NA;1.389;NA;1.455;NA;1.499;NA;NA;NA;NA;"ALBACETE";"dm";"CEPSA";"P";0;0;4788;60;"02";"07";FALSE
"02640";"AUTOVIA A-31 KM. 140";"L-D: 07:00-23:00";38.875028;"ALMANSA";-1.17575;"D";"Almansa";NA;NA;NA;NA;NA;1.369;NA;1.449;NA;1.484;NA;NA;1.624;NA;"ALBACETE";"OM";"SHELL";"P";0;0;4383;60;"02";"07";FALSE
"02690";"BONETE, S/Nº";"L-D: 24H";38.958875;"ALPERA";-1.236552;"N";"Alpera";NA;NA;NA;NA;NA;1.258;0.828;NA;NA;1.378;NA;NA;NA;NA;"ALBACETE";"dm";"COOPERATIVA SANTA CRUZ DE ALPERA";"P";0;0;9035;61;"02";"07";TRUE
"02320";"N-322 km 326,2";"L-D: 07:00-23:00";38.878028;"BALAZOTE";-2.150639;"D";"Balazote";NA;NA;NA;NA;NA;1.366;0.92;NA;NA;1.486;NA;NA;NA;NA;"ALBACETE";"dm";"E.S. BALAZOTE S.L.";"P";0;0;4396;63;"02";"07";TRUE
"02639";"CALLE ALBACETE, 57";"L-D: 06:00-23:00";39.043139;"BARRAX";-2.195139;"I";"Barrax";NA;NA;NA;NA;NA;1.366;0.92;NA;NA;1.486;NA;NA;NA;NA;"ALBACETE";"dm";"E.S. BARRAX S.L.";"P";0;0;4399;66;"02";"07";TRUE
"02639";"CAMINO DE LOS GONZALOS SN";"L-D: 24H";39.051236;"BARRAX";-2.192996;"D";"Barrax";NA;NA;NA;NA;NA;1.297;0.825;NA;NA;NA;NA;NA;NA;NA;"ALBACETE";"dm";"COABA";"R";0;0;9254;66;"02";"07";TRUE
"02691";"AUTOVIA A-31 KM. 126";"L-D: 06:00-22:00";38.875861;"BONETE";-1.3315;"D";"Bonete";NA;NA;NA;NA;NA;1.409;NA;1.459;NA;1.509;NA;NA;1.619;NA;"ALBACETE";"OM";"REPSOL";"P";0;0;5268;69;"02";"07";FALSE
"02691";"CR N-430, 566,3";"L-D: 06:00-22:00";38.876111;"BONETE";-1.331611;"I";"Bonete";NA;NA;NA;NA;NA;1.409;NA;1.459;NA;1.509;NA;NA;1.619;NA;"ALBACETE";"OM";"REPSOL";"P";0;0;5269;69;"02";"07";FALSE
"02610";"CALLE CARRETERA MUNERA, 2";"S-D: 07:00-15:00";38.953361;"BONILLO (EL)";-2.535056;"D";"Bonillo (El)";NA;NA;NA;NA;NA;1.409;1.008;1.469;NA;1.469;NA;NA;1.579;NA;"ALBACETE";"OM";"REPSOL";"P";0;0;5282;70;"02";"07";FALSE
"02151";"AVDA. ALBACETE, 33";"L-D: 07:00-23:00";39.100792;"CASAS DE JUAN NUÑEZ";-1.560857;"D";"Casas de Juan Núñez";NA;NA;NA;NA;NA;1.369;0.83;NA;NA;1.489;NA;NA;NA;NA;"ALBACETE";"dm";"GASOLINERAS DEL REY";"P";0;0;4390;72;"02";"07";TRUE
"02200";"AVDA. DEL VINO, 10";"L-D: 24H";39.291375;"CASAS-IBAÑEZ";-1.474107;"D";"Casas-Ibáñez";NA;NA;NA;NA;NA;NA;0.9;NA;NA;NA;NA;NA;NA;NA;"ALBACETE";"dm";"CEPSA";"R";0;0;10953;75;"02";"07";FALSE
"02200";"CARRETERA ALBACETE KM. 94";"L-D: 07:00-21:00";39.283944;"CASAS-IBAÑEZ";-1.477806;"I";"Casas-Ibáñez";NA;NA;NA;NA;NA;1.389;0.939;1.449;NA;1.519;NA;NA;1.659;NA;"ALBACETE";"dm";"CEPSA";"P";0;0;5204;75;"02";"07";FALSE
"02660";"CR N-344 DIRC.VALENCIA, KM.  118.3";"L-D: 06:00-22:00";38.727472;"CAUDETE";-0.943;"N";"Caudete";NA;NA;NA;NA;NA;1.398;NA;1.49;NA;1.499;NA;NA;1.641;NA;"ALBACETE";"dm";"BP PARGA I PETROL BAS BEL";"P";0;0;5142;76;"02";"07";TRUE
"02660";"AUTOVIA A-31 KM. 172";"L-V: 07:00-15:00";38.721917;"CAUDETE";-0.933861;"D";"Caudete";NA;NA;NA;NA;NA;1.398;NA;1.489;NA;1.489;NA;NA;1.631;NA;"ALBACETE";"dm";"BP OIL";"P";0;0;9293;76;"02";"07";TRUE
"02660";"AVENIDA VALENCIA DE, 16";"L-D: 06:00-22:00";38.708944;"CAUDETE";-0.982111;"N";"Caudete";NA;NA;NA;NA;NA;1.379;NA;1.449;NA;1.489;NA;NA;1.631;NA;"ALBACETE";"dm";"GALP";"P";0;0;5323;76;"02";"07";FALSE
"02660";"CR N-330, 71,4";"L-D: 06:00-23:00";38.756417;"CAUDETE";-0.955833;"I";"Caudete";NA;NA;NA;NA;NA;1.409;0.944;1.459;NA;1.509;NA;NA;1.619;NA;"ALBACETE";"OM";"REPSOL";"P";0;0;4820;76;"02";"07";FALSE
"02660";"CARRETERA D-12 ESTACION KM. 32";"L-D: 24H";38.711694;"CAUDETE";-0.971639;"D";"Caudete";NA;NA;NA;NA;NA;1.329;0.919;NA;NA;1.419;NA;NA;NA;NA;"ALBACETE";"dm";"VILA Y FAYOS";"P";0;0;14203;76;"02";"07";TRUE
"02660";"CARRETERA D12 ESTACION KM. 1";"L-D: 24H";38.71075;"CAUDETE";-0.973861;"D";"Caudete";NA;NA;NA;2.2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"ALBACETE";"dm";"HAM";"P";0;0;15047;76;"02";"07";TRUE
"02660";"CARRETERA N-344 KM. 114,500";"L-D: 24H";38.710861;"CAUDETE";-0.974778;"I";"Caudete";NA;NA;NA;NA;NA;1.324;0.914;NA;NA;NA;NA;NA;NA;NA;"ALBACETE";"dm";"TRANSPORTES CAUDETE";"P";0;0;12471;76;"02";"07";TRUE
"02247";"CALLE VIRGEN DE LAS NIEVES, 17";"L-D: 24H";39.301;"CENIZATE";-1.664167;"D";"Cenizate";NA;NA;NA;NA;NA;1.243;0.799;NA;NA;1.378;NA;NA;NA;NA;"ALBACETE";"dm";"VIRGEN DE LAS NIEVES";"R";0;0;12074;77;"02";"07";TRUE
"02520";"Ctra. AB-430 KM 530,3";"L: 06:00-22:00";38.915972;"CHINCHILLA DE MONTE-ARAGO";-1.726278;"I";"Chinchilla de Monte-Aragón";NA;NA;NA;NA;NA;1.419;NA;1.469;NA;1.519;NA;NA;1.629;NA;"ALBACETE";"OM";"REPSOL";"P";0;0;5230;78;"02";"07";FALSE
"02695";"AUTOVIA A31 KM. 111";"L-V: 06:00-22:00; S-D: 07:00-22:00";38.898306;"VILLAR DE CHINCHILLA";-1.502806;"N";"Chinchilla de Monte-Aragón";NA;NA;NA;NA;NA;1.399;NA;1.469;NA;1.509;NA;NA;1.659;NA;"ALBACETE";"dm";"CEPSA";"P";0;0;4800;78;"02";"07";FALSE
"02430";"CL BOLEA, 36 (CM-412 km 235,65)";"L: 06:00-22:00";38.451306;"ELCHE DE LA SIERRA";-2.044778;"D";"Elche de la Sierra";NA;NA;NA;NA;NA;1.419;0.999;1.469;NA;1.519;NA;NA;1.629;NA;"ALBACETE";"OM";"CAMPSA";"P";0;0;5255;81;"02";"07";FALSE
"02651";"AVDA. DOCTOR PEREZ GIL, 25";"L-D: 07:00-21:00";38.689833;"FUENTE-ALAMO";-1.433306;"N";"Fuente-Álamo";NA;NA;NA;NA;NA;1.339;0.869;NA;NA;1.469;NA;NA;1.599;NA;"ALBACETE";"dm";"Nº 7374";"P";0;0;4422;84;"02";"07";TRUE
"02651";"LA HIGUERA, 000";"L-D: 24H";38.695348;"FUENTE-ALAMO";-1.431579;"D";"Fuente-Álamo";NA;NA;NA;NA;NA;1.26;0.79;NA;NA;NA;NA;NA;NA;NA;"ALBACETE";"dm";"SAN DIONISIO";"R";0;0;10621;84;"02";"07";TRUE
"02260";"N-322 (CORDOBA-VALENCIA) km 399";"L-D: 07:00-20:00";39.269972;"FUENTEALBILLA";-1.548639;"I";"Fuentealbilla";NA;NA;NA;NA;NA;1.349;0.879;NA;NA;1.479;NA;NA;NA;NA;"ALBACETE";"dm";"ES SAN ANTONIOABAD. FUENTEALBILLA";"P";0;0;4403;85;"02";"07";TRUE
"02110";"CR N-301, 231,8";"L-D: 07:00-21:00";39.107667;"GINETA (LA)";-1.990194;"D";"Gineta (La)";NA;NA;NA;NA;NA;1.419;NA;1.509;NA;1.489;NA;NA;1.619;NA;"ALBACETE";"OM";"REPSOL";"P";0;0;5237;86;"02";"07";FALSE
"02110";"CR A-31, 235";"L-D: 06:00-22:00";39.086278;"GINETA (LA)";-1.963944;"I";"Gineta (La)";NA;NA;NA;NA;NA;1.419;NA;1.489;NA;1.499;1.539;NA;1.619;NA;"ALBACETE";"OM";"REPSOL";"P";0;0;4841;86;"02";"07";FALSE
"02253";"CARRETERA NACIONAL 322 KM. 390";"L: 06:00-22:00";39.238111;"GOLOSALVO";-1.635111;"D";"Golosalvo";NA;NA;NA;NA;NA;1.379;NA;1.469;NA;1.499;NA;NA;1.629;NA;"ALBACETE";"dm";"CEPSA";"P";0;0;4789;87;"02";"07";FALSE
"02400";"AUTOVIA A-30 KM. 322,5";"L-D: 06:00-22:00";38.46425;"HELLIN";-1.596722;"D";"Hellín";NA;NA;NA;NA;NA;1.399;NA;1.469;NA;1.509;NA;NA;1.629;NA;"ALBACETE";"dm";"GALP";"P";0;0;10575;88;"02";"07";FALSE
